dr7objid,ra,dec,length_avg,length_stdev,width_avg,width_stdev,length_scaled,bar_meas,gz2id,kind,z,abs_mag,color(g-r),galaxyid,mass,Mr,Redshift
587722981747982465,198.05199,-1.0951362,5.841887,0.32031392,2.3284724,0.95103847,0.46110882,3,152693.0,SF,0.0408906,-18.8442192,0.3923557,1089.0,9.416246000000001,-19.697292,0.0408906
587722981752438860,208.22692,-1.1146163999999998,3.240697,0.74189323,0.60321635,0.19786181,0.33958448,4,931.0,unmatched,0.00461133,,,,,-18.268068,0.00461133
587722982286426253,201.59344,-0.81657638,5.1710535,0.60652047,1.4347276000000002,0.11780876,0.40678327,3,141644.0,low S/N SF,0.0431562,-18.9887772,0.4651861,2083.0,9.560630999999999,-19.885744,0.0431562
587722982290686153,211.35525,-0.81134372,10.311853,2.3528068,3.4830708,1.9549095,0.42814525,4,9624.0,Composite,0.0492742,-21.2045135,0.7214104,2207.0,10.646399,-22.132046,0.0492742
587722982292521047,215.52468,-0.66928292,11.513937,3.1332548,2.4970712,1.0213344000000002,0.43900814,4,42472.0,Low S/N Liner,0.054942200000000004,-20.5064869,0.7671031,2289.0,10.399096,-21.323520000000002,0.054942200000000004
587722982297698726,227.44005,-0.75419743,11.045412,1.3827998,3.0857919,2.3646526000000003,0.38563508,4,38277.0,Low S/N Liner,0.059555399999999994,-20.7563496,0.8238268,2439.0,10.545380999999999,-21.580343,0.059555399999999994
587722982299402394,231.34866,-0.70996443,11.771382,0.33809153,2.4884787,0.76670991,0.51823614,5,19204.0,low S/N SF,0.0380909,-20.1524181,0.7531392,2485.0,10.248472999999999,-21.067242,0.0380909
587722982815760526,184.46848,-0.36212063,9.0878621,1.5993672,1.4519552,0.18241423,0.52973887,4,25610.0,Low S/N Liner,0.040355300000000004,-20.0860634,0.773428,2824.0,10.232789,-20.966375,0.040355300000000004
587722982822379684,199.49823,-0.29533663,7.3381615999999985,0.48576476,1.621484,1.173844,0.35775623,3,23472.0,unmatched,0.033516000000000004,,,,,-20.607933,0.033516000000000004
587722982827622551,211.50594,-0.31055397,4.436449700000002,0.4411895000000001,1.3371159,0.55746218,0.2438721,4,5967.0,low S/N SF,0.0245645,-19.973484,0.5278196999999999,3243.0,9.980682,-20.819809,0.0245645
587722982832668754,223.04597,-0.25610106,7.312831599999999,1.65673,1.9284258,0.77295309,0.29858026,3,5547.0,AGN non-Liner,0.043250699999999996,-21.266250600000006,0.8827101999999999,3452.0,10.796949,-22.17606,0.043250699999999996
587722983353810983,187.11303,0.14240517,3.2059531000000003,1.2246808,1.441776,0.4082251,0.2368361,3,30253.0,low S/N SF,0.0229931,-18.7444,0.55699,4153.0,9.526752,-19.591005,0.0229931
587722983363248237,208.68605,0.11512119,8.758742999999999,0.38225352,1.6864013999999998,0.33839039,0.39969576,4,11261.0,Composite,0.029860900000000006,-19.9860229,0.6659568,4478.0,10.129814,-20.865047,0.029860900000000003
587722983365738669,214.34239,0.02369384,15.036582,1.0808684,4.491393799999999,0.95710644,0.49550221,3,9784.0,Composite,0.0534904,-21.4705105,0.8006506999999999,4561.0,10.808899,-22.291838000000002,0.0534904
587722983367704721,218.91699,0.20493912,6.3180877,0.77798531,1.1766282,0.45211134,0.48559025,3,17972.0,low S/N SF,0.029259399999999998,-19.7073574,0.8044595,4618.0,10.093307000000001,-20.483845000000002,0.029259399999999998
587722983370981660,226.29779,0.11729289,7.7139662,2.1344167,2.0981906,0.77417499,0.41464316,4,26807.0,Low S/N Liner,0.0533725,-20.6706944,0.8214176999999999,4714.0,10.540897,-21.584398,0.0533725
587722983372292306,229.36385,0.11940809,4.764938,0.68704197,1.2264839,0.49257782,0.28047871,3,45163.0,unmatched,0.034263,,,,,-20.184932999999997,0.034263
587722983372423652,229.70829,0.01094875,6.5821576,0.93158206,2.3507546,1.1274889,0.40480083,5,28765.0,unmatched,0.0390708,,,,,-20.816225,0.0390708
587722983373799833,232.8219,0.12652607,5.6525446,1.3698105,1.2183284,0.440987,0.41067709,5,37183.0,SF,0.029320699999999998,-19.1430988,0.5161152,4836.0,9.60944,-19.967371,0.029320699999999998
587722983374913992,235.39148,0.18050738,8.3792938,3.6160291,2.5133772,1.815649,0.36575045,6,127069.0,SF,0.0544799,-19.6164303,0.3325524,4857.0,9.663994,-20.492332,0.0544799
587722983899856931,208.06235,0.59475309,10.614207,1.3961386999999998,3.004354,1.1731225,0.60964267,4,30068.0,Unclassifiable,0.0454077,-20.3142986,0.9584218,5615.0,10.474925,-21.127989000000003,0.0454077
587722983901888787,212.79369,0.57878925,18.317577,0.76818576,3.924386,1.5465391000000002,0.51946866,5,6909.0,AGN non-Liner,0.052950699999999996,-21.6776371,0.7925281999999999,5665.0,10.893022,-22.488476000000002,0.052950699999999996
587722983902544078,214.25699,0.47706888,10.717546,2.6562789,2.0483421,0.98478056,0.35709013,4,21974.0,AGN non-Liner,0.0525102,-20.7972069,0.6490785,5681.0,10.451863000000001,-21.687769,0.0525102
587722983907786781,226.16757,0.60451718,7.522103299999999,0.64806711,1.9861639,0.43914315,0.38067926,3,8701.0,Unclassifiable,0.0401913,-20.9076653,0.8907129999999999,5819.0,10.636744,-21.707283,0.0401913
587722984432009290,197.38287,0.85702807,9.6953785,0.80041892,2.0396768,0.59093439,0.38538438,6,546.0,low S/N SF,0.018163,-20.7577763,0.984879,6704.0,10.69214,-21.559484,0.018163
587722984438956257,213.24686,0.92118465,12.448433,1.7071947,6.1771515999999975,2.2407329,0.82064386,3,63965.0,AGN non-Liner,0.0529107,-20.1175499,0.8048238,6951.0,10.285888,-20.935482,0.0529107
587722984440529128,216.83485,1.0258641,15.372617000000002,2.5337599,3.4911532,1.176578,0.49857804,3,1206.0,AGN non-Liner,0.025689999999999998,-21.0491619,0.8704175,56106.0,10.67708,-21.912385999999998,0.025689999999999998
587724648188543033,192.05688,-3.3328447,4.7747684,1.0470674999999998,0.80198992,0.032623301,0.73879219,3,16.0,unmatched,0.00376456,,,,,-19.594587,0.00376456
587724648725610658,192.43613,-2.9740251,15.221548,3.0452364,2.5082959,1.2450589,0.43442606,5,18402.0,SF,0.056331500000000014,-21.0853004,0.5884924,20203.0,10.522511999999999,-21.9783,0.05633150000000001
587724649254223913,173.59718999999996,-2.529326,12.366475,1.5797816999999998,3.5244059,1.6074806,0.43124963,5,4881.0,AGN non-Liner,0.0394667,-21.1613617,0.7591097,20291.0,10.660293,-22.052876,0.0394667
587724649266020472,200.60887,-2.4182748,8.991096,1.8806367,2.2716848,0.53880445,0.48300027,5,1750.0,SF,0.0231923,-20.7508736,0.6855324,148211.0,10.425239,-21.484959,0.0231923
587724649790898308,173.18033,-2.199712,6.6012391,0.7587931,2.9877665,0.59154939,0.45055621,3,10334.0,SF,0.0416624,-20.8882217,0.7006496999999999,20727.0,10.508982000000001,-21.680201999999998,0.0416624
587724649792471246,176.79512,-2.1740999,14.988235,3.0222136,2.8879188,0.66422731,0.86023925,4,73411.0,SF,0.0588875,-20.1747437,0.5095795,20780.0,10.083053,-21.089676,0.0588875
587724649793716397,179.64011000000005,-2.1356675,8.502141400000001,0.66301509,2.6449711,0.85368776,0.5801008000000001,5,1671.0,low S/N SF,0.0205785,-20.465126,0.9212599,20821.0,10.486918,-21.22706,0.0205785
587724649799942282,193.79333,-2.1611386,12.978214,2.3177845,4.643822599999999,1.7603548999999998,0.45564676,5,11164.0,Unclassifiable,0.051442599999999984,-21.2786198,0.9627937,21033.0,10.882748,-22.105017,0.05144259999999999
587724650335568060,190.98523,-1.7699291,8.3581369,2.5492028,2.2912797,0.67782323,0.53396288,6,115588.0,Composite,0.0481783,-19.3813477,0.7172838,21391.0,9.913179,-20.302845,0.0481783
587724650867261636,179.18978,-1.2933409,4.4970545999999985,0.95412986,0.74753327,0.097253296,0.36211948,5,15923.0,low S/N SF,0.0192474,-18.8022079,0.4913164,21730.0,9.507593,-19.657179,0.0192474
587725039025389708,196.45637,-3.6403706,6.8796053,1.5417771,2.0942372,1.1951973,0.36942498,5,25932.0,AGN non-Liner,0.046920300000000005,-20.4094906,0.7660401,22410.0,10.354933,-21.319378,0.046920300000000005
587725039555575968,181.23201,-3.1995151,8.4019843,0.87698762,1.7789456,0.61509148,0.62645153,3,5596.0,SF,0.019478,-19.6103535,0.8078713000000001,22664.0,10.061724,-20.375629999999997,0.019478
587725039556493362,183.33186,-3.1794198,10.351793,1.5596485,2.7972771,1.0388093,0.43056449,5,28343.0,Unclassifiable,0.0577522,-20.7934303,0.9524201,22695.0,10.65916,-21.759676000000002,0.0577522
587725039563440143,199.20908,-3.0627254,10.489985,1.4167142,1.9008697,0.91255234,0.38113673,5,10499.0,SF,0.0476899,-21.0813389,0.6950935,22993.0,10.582003,-21.982584,0.0476899
587725040092250278,180.79454,-2.8760028,10.53071,2.6273547,5.1543894,0.71848596,0.3678595,4,6953.0,AGN non-Liner,0.052252,-21.6335983,0.934877,23225.0,10.978252000000001,-22.45699,0.052252
587725040092446735,181.19669,-2.7200784,11.568739,1.4302628000000002,2.9780457,1.0051470999999998,0.58869984,4,2812.0,Composite,0.0195883,-20.066522600000006,0.7395915,23228.0,10.177764,-20.823118,0.0195883
587725041161994328,171.60781,-1.8780013,9.639708,1.3264926,2.1933557,0.46479175,0.44694757,5,16777.0,AGN non-Liner,0.0394356,-20.3424435,0.6813357,23987.0,10.25441,-21.223326,0.0394356
587725041699717144,173.53881,-1.5951185,5.5789987000000005,0.53582193,1.3125361999999998,0.39065429,0.40155862,5,6999.0,Composite,0.022606900000000003,-19.678112,0.7845837,24497.0,10.066902,-20.550821,0.022606900000000003
587725041706991800,190.29483,-1.5905471000000002,4.425514,0.51273116,0.77161481,0.41762568,0.45253412,4,28671.0,SF,0.013531,-17.5271015,0.5106987000000001,24744.0,9.0035,-18.404583,0.013531
587725073916821776,135.80276,-0.75293044,13.314438,2.0645244,3.3544301,1.016682,0.47755537,4,17407.0,Unclassifiable,0.048338400000000004,-20.7485466,0.8395024999999999,24940.0,10.56442,-21.654951,0.048338400000000004
587725073918132295,138.77629,-0.71839662,11.025642,2.8175013,2.7301467999999995,1.2726658000000002,0.24706535,4,20327.0,Low S/N Liner,0.0539314,-21.2723427,0.6483935000000001,24957.0,10.592847,-21.849659,0.0539314
587725074457428048,144.37036,-0.28941454,9.2501048,2.3553883,3.5071349,2.0658833,0.57914841,3,62511.0,Composite,0.0507345,-20.043888100000004,0.8047456000000001,25244.0,10.246167999999999,-20.847801,0.0507345
587725074990039204,134.61914,0.02347054,7.449393,1.0257908000000002,1.7229447,0.36935776,0.55549843,4,6523.0,AGN non-Liner,0.0285526,-20.3404484,0.6761256999999999,25340.0,10.251184,-21.120262,0.0285526
587725074995609782,147.3295,0.02890341,7.9934992,1.4659379,1.7445444,0.98604189,0.45206247,5,34354.0,Composite,0.048089,-20.3655033,0.7734479000000001,25503.0,10.358708,-21.158003,0.048089
587725468523102256,134.24171,52.06595,4.308473200000001,0.58615404,0.76447308,0.15936476,0.41454711,5,463.0,AGN non-Liner,0.0126193,-20.1367397,0.9394163,87981.0,10.383179,-20.847229000000002,0.0126193
587725469052698697,118.60367,39.371529,10.635397,1.379842,2.5121208,1.0347756,0.74976154,5,1575.0,AGN non-Liner,0.0198648,-20.3955288,0.9402179,86887.0,10.488035,-21.192137,0.0198648
587725469054075169,121.11201,41.948404,9.5296065,0.55908077,2.6283011000000003,2.0692814,0.491999,3,223314.0,SF,0.0499969,-19.139904,0.4533941,86917.0,9.608035000000001,-19.894512,0.0499969
587725469057286163,127.2574,47.80055,11.096038,1.0327396999999998,3.1383654,1.9200115,0.35311571,5,5465.0,AGN non-Liner,0.0452626,-21.4783649,0.8750120000000001,26837.0,10.885489,-22.285746,0.0452626
587725469592059985,122.7182,44.234484,8.6385066,1.2989421,2.0061116,1.2753473999999998,0.42222909,3,63985.0,Low S/N Liner,0.056140800000000005,-20.1552429,0.7773932,27260.0,10.291027,-21.079908,0.056140800000000005
587725469592846553,124.14563,45.729472,11.568353,1.0353794,1.768327,0.21508119,0.56021794,5,124082.0,Low S/N Liner,0.0496513,-19.3978157,0.6490021,27278.0,9.849774,-20.267744,0.0496513
587725469592846578,124.09242,45.790999,10.821357,2.1399331000000004,2.1504391,0.79825929,0.50208576,4,19102.0,Unclassifiable,0.049265699999999996,-20.7197266,0.9398065,27280.0,10.644917999999999,-21.6271,0.049265699999999996
587725469595009170,128.90204,49.595216,8.1135623,1.4747775,3.3770644999999995,1.6665294999999998,0.30655926,6,12971.0,Composite,0.0424361,-20.6702061,0.7536676,27366.0,10.464580999999999,-21.567453,0.0424361
587725469598285989,137.33101000000002,54.91195,2.5066273,0.58610019,0.47987824,0.23856372,0.25267601,3,3755.0,unmatched,0.00820369,,,,,-18.685095,0.00820369
587725470127161703,119.06377,41.267481,13.381519,1.9609808,3.0259104,0.96434708,0.4608305,5,12559.0,Low S/N Liner,0.041083999999999996,-20.7158642,0.9039561,27648.0,10.598588000000001,-21.505323,0.041083999999999996
587725470129717308,123.57119,46.010307,11.454425,2.3379458,1.9683084,1.1813263,0.37080776,4,10748.0,Low S/N Liner,0.049894,-21.2468052,0.8397529,27718.0,10.762424000000001,-22.060795000000002,0.049894
587725470129782832,123.82029,46.075246,18.970255,0.94352432,4.3376325,4.0047190000000015,0.73234343,5,5086.0,Not used,0.041168,-21.3346863,0.5952114000000001,27721.0,10.596585000000001,-22.111692,0.041168
587725470666195210,122.34886000000002,45.489283,13.314018,1.2882532,2.2641623,0.68432675,0.48266456,3,9408.0,Low S/N Liner,0.0471489,-21.1084862,0.8364766,28163.0,10.687926,-22.029873000000002,0.0471489
587725470666850580,123.80689,46.720386,16.924552,3.3794406,4.5015328000000014,2.0882088,0.62465984,6,21937.0,AGN non-Liner,0.055394399999999996,-20.9928246,0.8502059999999999,28174.0,10.648194,-21.812504,0.055394399999999996
587725471203328190,122.52286,46.193029,6.9959786999999976,0.90322608,1.2543605,0.57467388,0.25293278,5,9881.0,SF,0.031549900000000006,-20.2190723,0.5507181999999999,28638.0,10.109875,-21.088125,0.031549900000000006
587725471206998181,130.67403000000002,52.746324,13.945269,1.8722751,4.0148882000000015,1.1531254,0.4682912,4,20868.0,Low S/N Liner,0.0448471,-20.4642467,0.7936458000000001,28727.0,10.41736,-21.354576,0.0448471
587725471208112379,133.69814,54.576115,11.560741,1.702025,4.3285025,2.670284,0.44775774,3,15968.0,Low S/N Liner,0.0456663,-20.6756001,0.8065964,28807.0,10.517675,-21.589230999999998,0.0456663
587725471209357423,137.31694,56.595039,3.7489339,0.2965158,0.84307459,0.47331992,0.28506577,3,36353.0,SF,0.0255572,-18.9647388,0.536271,28884.0,9.559203,-19.66674,0.0255572
587725471210733719,141.96013,58.54282900000001,5.3226421,1.3796191,1.6526702000000002,0.79834115,0.25846817,3,11170.0,Low S/N Liner,0.029800599999999997,-19.9881115,0.6204159,28930.0,10.084303,-20.867501999999998,0.029800599999999997
587725471211651227,144.90826,59.791257,11.661887,0.81013698,3.3207416,1.3836111,0.35644852,6,6661.0,AGN non-Liner,0.0477163,-21.3657417,0.8726411000000001,28956.0,10.825944999999999,-22.27127,0.0477163
587725474420097049,161.65356,63.224239,3.4113337999999995,0.68072907,0.46458018,0.077233531,0.43081161,4,85.0,unmatched,0.00345067,,,,,-18.809069,0.00345067
587725550128136347,136.65152,56.61815,9.5321644,0.84338139,2.5701468,0.7078259,0.50574654,5,66222.0,SF,0.046039300000000005,-19.6672401,0.7934157,35855.0,10.083053999999999,-20.593065,0.046039300000000005
587725550659633214,123.107,47.542579,7.824032799999999,1.9379892,2.8674855,1.1020366,0.26844139,4,26763.0,Composite,0.0538352,-20.7254028,0.5849843000000001,36866.0,10.388758000000001,-21.627108,0.0538352
587725550663827499,132.83186,54.94201500000001,12.501823,0.99181283,3.5792355,2.0729376,0.62302082,3,17537.0,Composite,0.038308,-20.2399464,0.6872423000000001,37050.0,10.22751,-21.126644,0.038308
587725551193227296,116.9303,41.386376,7.7162175999999985,0.74790682,2.0716334,0.68438109,0.52075824,6,9644.0,unmatched,0.028595599999999995,,,,,-20.874489999999998,0.028595599999999995
587725551194538160,119.063,44.038879,14.183084,1.8455775,3.1225701,0.70367303,0.62083512,4,9247.0,Low S/N Liner,0.0459675,-21.1576729,0.9095283000000002,37653.0,10.775146000000001,-21.981417,0.0459675
587725551199322263,128.72213,52.804291000000006,7.5826637,0.95715503,1.5184645,0.5134053,0.43152638,4,28086.0,SF,0.0440681,-20.2241707,0.6925519,37828.0,10.253636,-21.112585,0.0440681
587725551199780967,129.80401,53.623514,9.6939599,0.48558449,1.8143218,0.45778187,0.40170885,3,2096.0,Low S/N Liner,0.0321087,-21.2178268,0.7058843000000001,37847.0,10.648578,-22.103601,0.0321087
587725551199977587,130.33524,53.93865200000001,11.236295,2.432853,1.7475181,0.11364561,0.46436598,3,7213.0,SF,0.0315478,-20.4172573,0.6789486,37854.0,10.302896,-21.288214,0.0315478
587725551200895094,132.64434,55.53974300000001,6.4084367,0.91783543,2.4416614,0.90611108,0.26816372,7,28246.0,SF,0.045896,-20.3192062,0.5361509,37898.0,10.161774000000001,-21.203844,0.045896
587725551210790997,174.70805,66.937983,16.337266,2.9596748,3.3173659,1.6568046000000003,0.50224416,4,11086.0,AGN non-Liner,0.0527443,-21.2535095,0.8736586,38195.0,10.811483,-22.169076999999998,0.0527443
587725551217148067,210.66771,65.01020600000001,10.693459,2.6679102,2.2351563,0.9641251,0.61353972,5,15212.0,AGN non-Liner,0.0345626,-20.102848100000006,0.7468878000000001,38401.0,10.227799000000001,-20.980667,0.0345626
587725551731736722,119.1682,44.869809,12.532183,2.3646227000000004,3.3266368,1.0806489,0.4643987,5,10655.0,AGN non-Liner,0.0501731,-21.1785507,0.7403119,38598.0,10.661119,-22.087141,0.0501731
587725551731736880,119.18217,44.856713,16.069587,4.4108171999999986,3.8556272,1.5395525,0.66301901,4,25956.0,AGN non-Liner,0.0498217,-20.5606651,0.6662661,38601.0,10.347713,-21.45437,0.0498217
587725551732326683,120.17149,46.04712,14.030057,3.4175411,5.5505863,3.2669666,0.74356186,5,44920.0,Composite,0.058532100000000004,-20.589571,0.901234,38623.0,10.546543,-21.427929000000002,0.058532100000000004
587725551738421253,134.19387,56.786747,6.7654412,0.74072552,1.5550243,0.44486752,0.58940202,5,11225.0,Unclassifiable,0.0253979,-19.7155628,0.9608326,38816.0,10.237134,-20.497132999999998,0.0253979
587725551738683429,134.88973,57.3419,11.374615,1.7261982,2.5368626,1.3608093,0.64917155,5,27435.0,SF,0.0399352,-20.0289078,0.7199492,38818.0,10.162177999999999,-20.92049,0.0399352
587725552269459549,120.19921,46.690485,5.2875971,0.70251072,0.95924782,0.43629518,0.50824554,5,13776.0,SF,0.0193301,-18.9610558,0.5014185,39514.0,9.53684,-19.742657,0.0193301
587725552273850515,129.55017,54.759003,9.4606081,0.92970372,2.3171489,0.87043436,0.45275051,5,15850.0,Low S/N Liner,0.0450314,-20.6648827,0.7777933000000001,39718.0,10.462241,-21.56033,0.0450314
587725552275423294,134.00808,57.390958,12.31185,2.37682,2.9444067000000005,0.90284906,0.49036261,5,10888.0,Low S/N Liner,0.0406496,-20.7812805,0.9640138,39762.0,10.662392,-21.580345,0.0406496
587725552283877471,170.50476,67.44808,12.757592,4.2552067000000005,2.5255068,1.5416787,0.56051905,4,88882.0,SF,0.0549144,-19.8873196,0.5491225000000001,40019.0,9.981108,-20.774292000000003,0.0549144
587725552290889892,211.4537,65.787223,9.192937400000002,1.3569126,1.8071107,0.86231423,0.49996913,4,13103.0,SF,0.031169400000000007,-20.0017891,0.8856508,40228.0,10.28239,-20.850588000000002,0.031169400000000003
587725552812032218,132.65393999999998,57.359662,5.7125195999999985,0.59580909,1.6072313,0.33182751,0.40933446,3,5092.0,AGN non-Liner,0.0259966,-20.3104572,0.8267791999999999,40620.0,10.371279,-21.076833999999998,0.0259966
587725552813539432,137.22081,59.722576,7.0050162,0.26335743,1.4058996,0.49760911,0.29572589,3,47150.0,SF,0.044967,-19.9122639,0.4554084,40673.0,9.906917,-20.788391,0.044967
587725774530740521,116.46602,41.075684,7.328274499999999,1.1664198,1.8631233,0.40159444,0.55117089,3,230494.0,SF,0.0401134,-18.4447689,0.6630816999999999,42273.0,9.498932,-19.323387,0.0401134
587725774533624013,121.40795,46.70741,5.2191274000000005,0.89794713,0.95596893,0.52694453,0.67224469,5,42850.0,Unclassifiable,0.023100299999999997,-18.4781265,0.8744488000000001,42375.0,9.650159,-19.343142999999998,0.023100299999999997
587725774534606938,123.1164,48.657293,11.073702,0.81172808,2.8533712,0.64499743,0.54774024,3,27677.0,Low S/N Liner,0.0541563,-20.668260600000004,0.9874492,42414.0,10.649091,-21.594148999999998,0.0541563
587725775602385217,112.47625,37.451771,8.707626600000001,0.88269959,2.2028765,0.74859217,0.32567447,5,1952.0,Low S/N Liner,0.0356834,-21.4919872,0.6862713,42782.0,10.761764,-22.387793,0.0356834
587725775602909628,113.07655,38.536663,6.5143768,0.2354375,1.7382939999999998,0.86373476,0.3622244,3,22199.0,Unclassifiable,0.0455078,-20.5388889,0.9049872,42796.0,10.512855,-21.342882,0.0455078
587725775605465446,117.03861,43.590676,9.5695005,0.67740881,1.4947257,0.33780921,0.52108289,3,11202.0,SF,0.0312582,-20.0881596,0.7055902,42880.0,10.162974,-20.976212,0.0312582
587725775606644913,118.91731,45.94295200000001,8.599298800000001,2.1407026,2.540454,1.4164563,0.312906,4,18255.0,Unclassifiable,0.0547057,-20.9935207,0.7879977,42924.0,10.615273,-21.909447,0.0547057
587725775606644947,118.85124,45.84684,5.960299900000001,2.1075926,1.2150992,0.39785009,0.35620796,3,90724.0,Unclassifiable,0.052472500000000005,-19.7277107,0.9912345,42923.0,10.28684,-20.658379,0.052472500000000005
587725816405033006,143.21107,59.744649,14.033562,3.1738121,2.8696167,0.9786705,0.62207808,5,3872.0,Composite,0.040393599999999995,-21.4471416,0.860513,44044.0,10.874315,-22.25264,0.040393599999999995
587725816405033007,143.18363,59.736247,5.723858,1.0411958,1.5208817,0.13016614,0.46257639,3,161703.0,SF,0.0409379,-18.7763405,0.5772034,44045.0,9.555863,-19.658064000000003,0.0409379
587725816407195676,151.67411,62.52814100000001,9.322468,0.52323028,1.7267432,0.49601354,0.64168899,3,92396.0,SF,0.0524813,-19.7349377,0.6922611999999999,44146.0,10.040846,-20.641953,0.0524813
587725816407195786,151.75833,62.605536,9.0866733,2.1504335,1.4467217,0.63602367,0.61880759,3,76072.0,Composite,0.052624199999999996,-19.8806381,0.7852539000000001,44148.0,10.187301,-20.79206,0.052624199999999996
587725816408768584,158.82998,64.17748900000001,10.079915,2.2722166,2.9672666000000003,1.5514274,0.34837379,5,9839.0,Low S/N Liner,0.041081400000000004,-20.786901500000006,0.8185711999999999,44194.0,10.555683,-21.68136,0.041081400000000004
587725816419713145,216.99046,62.935922,8.4266906,1.7587947,1.5466056,0.62451668,0.41086847,5,11184.0,AGN non-Liner,0.0363021,-20.421793,0.5675062,44468.0,10.270984,-21.311972,0.0363021
587725816420433981,219.88794,62.00292099999999,8.5512705,1.6738578999999998,1.5216603000000002,0.55836541,0.4516428,5,1968.0,Composite,0.0223229,-20.4565563,0.7830089,44488.0,10.378812,-21.31801,0.0223229
587725816423579663,231.27093,57.732878,11.882638,0.6471453,2.4383037999999995,0.55765253,0.71832009,3,142350.0,SF,0.0581639,-19.6515064,0.6012148,44562.0,9.977077,-20.578508,0.0581639
587725816948654095,174.36693,66.541072,10.295694,1.3462983,2.3606028,0.33532256,0.4167776,3,23491.0,Composite,0.0524025,-20.7248611,0.714114,44902.0,10.451344,-21.646555,0.0524025
587725816950095959,182.72316,66.924044,11.809609,3.9475639,1.7361919999999995,0.33536102,0.57272961,3,2568.0,AGN non-Liner,0.0226005,-20.3384151,0.7414257,44955.0,10.294293,-21.21066,0.0226005
587725816954880193,209.45917,65.01203100000001,4.864388,1.3150635,0.74103227,0.40606094,0.34903016,4,41548.0,low S/N SF,0.0318863,-19.2214813,0.7272561,45116.0,9.830753,-20.09252,0.0318863
587725816958418968,224.84898,61.047048,16.645152,4.0459055,3.020608,1.5146109,0.71648683,3,7985.0,Composite,0.0390778,-20.8073025,0.7280386999999999,45211.0,10.513065,-21.709047,0.0390778
587725817483362369,162.45015,65.700086,8.883519300000003,1.9770728,1.5364702,0.98540428,0.41524369,5,33598.0,SF,0.041403800000000004,-19.9728909,0.6171221,45609.0,10.072604,-20.853123,0.041403800000000004
587725817492275444,212.37165,64.91393199999999,11.975146,1.5091199,1.7613823,0.26105145,0.48101186,5,38262.0,Composite,0.05808330000000001,-20.619136800000003,0.7016034999999999,45864.0,10.388817999999999,-21.528505,0.05808330000000001
587725818018726032,154.35586,64.716516,17.448523,2.1592693,2.832373,0.6618423000000001,0.52090713,4,7775.0,Composite,0.0410004,-21.0465088,0.7100147,46317.0,10.578791,-21.842451,0.0410004
587725818022133944,172.34204,67.32135,5.6121324,1.1119605,1.7813089,0.75199707,0.55901593,3,125597.0,SF,0.054515499999999995,-19.610639600000006,0.4414582,46399.0,9.795471000000001,-20.527794,0.054515499999999995
587725818033733689,231.43497,59.352599,9.8276016,0.79004227,3.07276,1.8170843,0.51366391,4,28953.0,SF,0.0453343,-20.3666573,0.5863215,46780.0,10.208466,-21.147812,0.0453343
587725818033799331,231.65465,59.232469,13.965418,1.4341378,3.2944701000000003,1.6793613,0.60362859,4,22296.0,Unclassifiable,0.0457384,-20.5416985,0.9319989,46787.0,10.528041,-21.35031,0.0457384
587725818558349458,168.5165,67.369518,10.833721,1.2321854,2.0332255,0.5452783,0.49848085,4,35001.0,Composite,0.043033800000000004,-20.023744600000004,0.5447879,47174.0,10.051009,-20.913462,0.043033800000000004
587725818567393313,219.57741,64.171525,9.6669984,1.981882,1.414867,0.43643168,0.65358679,3,12449.0,Composite,0.0361646,-20.4569931,0.6607161,47405.0,10.317086,-21.230154000000002,0.0361646
587725818568376485,223.99274,62.883439,5.8394314000000005,2.3675575,0.98271104,0.43831716,0.38448556,3,34437.0,SF,0.042556300000000005,-20.1117172,0.4720837000000001,47444.0,10.026769,-20.896217,0.042556300000000005
587725818572374119,237.65447000000003,56.797264,7.9657391,2.0304994,2.3696939,1.9026516,0.33311635,4,44783.0,Unclassifiable,0.051988400000000004,-20.2620029,0.6408363,47521.0,10.186766,-21.146618,0.051988400000000004
587725818575388801,244.97292,51.546518,15.642863,1.5607473,3.5088458,1.1075529,0.38229729,5,11540.0,Low S/N Liner,0.0472791,-20.9956379,0.8206952,47653.0,10.668453999999999,-21.896635,0.0472791
587725819089453131,140.97881999999996,61.459975,10.179021,0.44045755,1.5988853,0.37349162,0.56694624,5,24992.0,SF,0.03967380000000001,-20.068222,0.6903134,47708.0,10.171768,-20.968985,0.03967380000000001
587725819097907301,184.68876,68.602486,13.593277,3.3418341000000003,2.3619889,0.91461854,0.46795534,3,47451.0,Unclassifiable,0.059344100000000004,-20.727605800000006,0.8956185999999999,227860.0,10.668262,-21.419179999999997,0.059344100000000004
587725979616870499,132.44773,54.354318000000006,6.278175599999999,0.82471495,2.1739432,1.1910796,0.35921859999999994,3,13261.0,Low S/N Liner,0.0415731,-20.576362600000003,0.8587736999999999,266795.0,10.490936999999999,-21.50156,0.0415731
587725980152627399,129.20182,52.715482,10.52175,1.2877909,1.6140883,0.48291851,0.50946263,4,21731.0,SF,0.0420349,-20.3609161,0.811281,42167.0,10.375597,-21.191904,0.0420349
587725980153348241,130.92375,54.026282,5.7360805999999975,0.4970658,1.6908341,0.68686001,0.39042013,4,23025.0,Unclassifiable,0.029857599999999998,-19.4959774,0.8046901,48093.0,10.018301,-20.359215,0.029857599999999998
