  NAME                  SPEC             RA          DEC          Z          LOGF_5007   col1     col2      col3            col4            col5        col6         col7         col8        col9          col10       col11         col12       col13   Separation
  J212851.20-010412.5   52520-0988-226   322.21332   -1.070127    0.052051   -14.95      415786   1686205   322.213302728   -1.070131695    0.0515439   14.4209356   17.7200012   0.9041096   -21.5411835   0.6682394   -21.5419559   0.7235144   1       0.06442501044538158   
  J130019.96+613918.1   52320-0782-059   195.08318   61.65503     0.052198   -13.91      134950   541205    195.083095439   61.655137641    0.0521885   14.8784399   17.7200012   0.9753521   -21.2131386   0.6596925   -21.1270409   0.6367051   1       0.41358383331459103   
  J212954.56+101603.9   52466-0730-008   322.47733   10.267746    0.052211   -14.09      77864    345768    322.477347079   10.267745115    0.0525752   15.7870159   17.7200012   0.827381    -20.3304882   0.6284943   -19.9621696   0.7208271   1       0.06058359200784786   
  J105658.53+441653.2   53050-1362-596   164.24387   44.281444    0.052375   -13.75      316978   1238661   164.24385825    44.281443695    0.052516    16.5506248   17.7200012   0.8894009   -19.5481129   0.6835956   -19.527544    0.6909675   1       0.030303267857828484  
  J085554.27+005111.0   51912-0468-113   133.97613   0.853043     0.052387   -14.06      25745    184058    133.976137551   0.853061613     0.0524685   15.8030605   17.7200012   0.9620253   -20.1966686   0.6570521   -20.2981071   0.7185145   1       0.07230971968936963   
  J104252.94+041441.1   52339-0578-200   160.72059   4.244756     0.052457   -14.31      101344   447495    160.720597595   4.244757423     0.0525193   16.2214108   17.7200012   0.978022    -19.8732224   0.7473902   -19.8621521   0.7088217   1       0.027744050948992828  
  J020001.72-085540.5   52149-0666-475   30.007176   -8.927929    0.05247    -14.68      73384    329626    30.007189197    -8.927942201    0.0524112   17.0769444   17.7200012   0.9230769   -19.0141258   0.74835     -19.0014496   0.7599447   1       0.06679262504451412   
  J213344.25-081615.7   52199-0641-150   323.43439   -8.271023    0.0525     -14.58      76232    339174    323.434382264   -8.271010129    0.0528083   15.2755022   17.7200012   0.8564103   -20.7480564   0.6149184   -20.8922424   0.7262675   1       0.05391231236208402   
  J103210.16+065205.4   52636-0999-476   158.04232   6.868173     0.052774   -14.75      210901   911725    158.042315918   6.868161276     0.052761    16.1574612   17.7200012   0.8321168   -19.9453011   0.7368087   -19.9102249   0.7416819   1       0.04465692438664723   
  J084219.66+360341.6   52320-0864-006   130.58192   36.061567    0.05286    -15.16      194050   861505    130.581938787   36.061578677    0.0528177   17.2694454   17.7200012   0.9344262   -18.8345737   0.5352409   -18.9383125   0.6155213   1       0.06896618565700195   
  J114005.46+454216.6   53083-1367-508   175.02274   45.704604    0.053215   -15.20      317090   1238891   175.022799819   45.704599496    0.0528178   16.6642895   17.7200012   0.8688524   -19.3493004   0.7663087   -19.4896259   0.7315129   1       0.1512617917245445    
  J160502.47+330545.0   53142-1418-053   241.26028   33.09584     0.053267   -14.05      389841   1403634   241.260254174   33.095844966    0.0528986   16.0108242   17.7200012   0.989418    -20.1093178   0.6456379   -20.0400181   0.6334328   1       0.07991475830932411   
  J170938.98+630634.8   51789-0352-303   257.41242   63.10966     0.05347    -14.25      30060    201099    257.412308654   63.109740309    0.0535421   16.9429073   17.5700016   0.878453    -19.1981297   0.7237624   -19.1600246   0.7068194   1       0.3412538609937861    
  J114545.19+554759.7   52759-1016-412   176.4383    55.799921    0.05349    -14.44      178819   822415    176.438275818   55.7999902      0.0537225   15.3719044   17.7200012   0.9411765   -20.6654396   0.846309    -20.9551163   0.8370641   1       0.25388018429225695   
  J103312.84+064437.0   52636-0999-178   158.30348   6.743605     0.053501   -14.74      210912   911741    158.303456927   6.743589794     0.0535914   15.4540815   17.7200012   0.8321168   -20.5873566   0.711578    -20.5714836   0.730825    1       0.09899967441072297   
  J081319.33+460849.8   51877-0439-566   123.33056   46.147156    0.05358    -14.11      33609    212602    123.330540611   46.14713617     0.0537057   15.6720619   17.6200008   0.8958333   -20.4649811   0.8497332   -20.4638386   0.8148574   1       0.08622513544397045   
  J100854.94+373930.0   52993-1426-551   152.2289    37.658328    0.05362    -14.07      292281   1181831   152.228896083   37.658321795    0.053488    15.2443676   17.7200012   0.8718861   -20.9131546   0.5194225   -20.8236389   0.5050812   1       0.024972170947896003  
  J140644.89-012023.2   52443-0915-605   211.68703   -1.339781    0.05369    -15.07      147011   572043    211.687015846   -1.339773291    0.0534901   16.6790543   17.7200012   0.9726027   -19.4707661   0.6442098   -19.6014099   0.6986112   1       0.058009716300683696  
  J224824.64+000920.8   52146-0378-598   342.10266   0.155776     0.053709   -13.86      417166   1695882   342.102629754   0.155745088     0.0537843   15.8069344   17.6200008   1.0         -20.3554668   0.549952    -20.3230648   0.4981503   1       0.1556918008856562    
  J160535.00+311439.3   52826-1405-518   241.39582   31.244263    0.053753   -14.61      386148   1395655   241.395823719   31.244272517    0.0538327   16.0345097   17.7200012   0.9124088   -20.1020107   0.8860663   -20.1721039   0.9185274   1       0.036122768504312654  
  J081825.15+472950.4   51868-0441-438   124.6048    47.497321    0.053764   -15.11      28192    195399    124.604737671   47.497389259    0.0536915   17.4276619   17.6200008   0.8776224   -18.6192799   0.7481171   -18.7586613   0.7218453   1       0.28873315173636105   
  J141630.81+013708.0   51994-0533-150   214.12839   1.618892     0.053849   -14.12      50872    266197    214.128432723   1.618883714     0.0540094   14.8864012   17.7200012   0.8669355   -21.2858925   0.6334931   -21.3608112   0.6878392   1       0.15660851300903333   
  J080907.58+441641.4   51877-0439-216   122.28159   44.278171    0.053919   -14.68      32536    209359    122.281573495   44.278181943    0.0540478   17.0795593   17.6200008   0.8878505   -19.0019569   0.5419965   -19.1365719   0.5403238   1       0.057979934797030425  
  J125400.21+424220.1   53115-1456-603   193.50087   42.705575    0.053979   -14.86      335464   1277294   193.500878711   42.705563569    0.0539143   15.4252234   17.7200012   1.0         -20.7412529   0.6351355   -20.7898788   0.7868517   1       0.04716466845373283   
  J140516.19-014240.7   52443-0915-543   211.31745   -1.711301    0.05402    -15.53      146670   571393    211.317450868   -1.711311013    0.0539999   16.5732155   17.7200012   0.8774704   -19.5842876   0.8177981   -19.4531727   0.78795     1       0.03618186641719022   
  J133032.00-003613.5   51959-0297-061   202.63334   -0.603751    0.05402    -14.07      43385    243555    202.633344642   -0.60379012     0.0541625   15.3552828   17.6000004   0.992       -20.8181648   0.5355292   -20.5709858   0.5446921   1       0.14181990487422028   
  J100723.59+523033.1   52400-0903-551   151.84828   52.509187    0.054087   -15.16      192732   858300    151.848222422   52.509278101    0.0542699   17.5371132   17.7200012   0.9219331   -18.6275082   0.8198303   -18.5768833   0.8064998   1       0.35139148812159227   
  J113704.18+482659.1   52642-0966-008   174.26742   48.44974     0.054179   -14.63      202597   888716    174.267383494   48.449715403    0.0541964   17.0643902   17.7200012   0.943128    -18.9918079   0.8153706   -19.0113411   0.7865486   1       0.12425530512797862   
  J140514.87-025901.3   52443-0915-059   211.31196   -2.983687    0.054183   -14.44      145789   569566    211.311952537   -2.98367744     0.0539623   15.496397    17.7200012   0.8774704   -20.6547012   0.7904271   -20.684351    0.7573842   1       0.043638633227241     
  J171447.55+613806.7   51792-0354-338   258.69814   61.635199    0.054198   -15.19      30078    201151    258.698110062   61.635280781    0.054158    15.1292095   17.5700016   0.8571429   -20.9328728   0.8010646   -21.04389     0.8804275   1       0.29883094008918965   
  J023150.81-010823.1   51820-0407-082   37.961702   -1.139746    0.054198   -15.49      425152   1736641   37.961710287    -1.139769624    0.0541213   16.7644005   17.6200008   0.994186    -19.4084339   0.6703233   -19.4315472   0.7409543   1       0.0901252341417065    
  J150853.95-001149.0   51990-0310-039   227.22479   -0.196936    0.054204   -12.89      11251    70969     227.224766767   -0.196955765    0.0542736   14.7394733   17.6000004   0.9342105   -21.4244442   0.742981    -21.4017277   0.743391    1       0.10981009944557871   
  J004311.60-093816.0   52162-0655-639   10.798353   -9.637783    0.054214   -14.92      82872    358859    10.798356426    -9.637793884    0.0541977   15.0259037   17.7200012   0.8033175   -21.0393276   0.7222868   -21.3013248   0.7394511   1       0.04102577766520495   
  J130803.89+505226.8   52376-0887-100   197.0162    50.874105    0.054248   -14.18      374928   1369302   197.016206193   50.874188947    0.0542746   16.9528484   17.7200012   0.879257    -19.2048817   0.7017102   -18.9960556   0.5856766   1       0.30253648701428015   
  J012159.82-010224.4   51789-0398-010   20.499255   -1.040099    0.054307   -13.20      525471   2092384   20.499254107    -1.040103977    0.0543542   14.6368618   17.6200008   0.9642857   -21.4613647   0.4474044   -21.4980793   0.3061824   1       0.018203230195045394  
  J210533.44+002829.3   52431-0985-469   316.38933   0.474802     0.054312   -14.51      416291   1689574   316.389342583   0.47479907      0.0543685   16.9222431   17.7200012   0.8521739   -19.264986    0.5488718   -19.1940231   0.5468596   1       0.04650914613578908   
  J023140.98-011003.6   51820-0407-090   37.920747   -1.167662    0.054358   -14.89      425149   1736638   37.920754914    -1.16769389     0.0543494   16.290966    17.6200008   0.994186    -19.8736076   0.8781313   -19.8682404   0.8763708   1       0.11828492813890995   
  J012108.17+150011.5   51893-0424-469   20.284054   15.003204    0.054373   -14.11      17507    152540    20.284056637    15.003200784    0.0545007   16.2325974   17.6200008   0.9456522   -19.92243     0.8341045   -20.0084248   0.8934593   1       0.014768960591098458  
  J130040.78+523215.9   52376-0887-382   195.16992   52.537755    0.054457   -14.35      332747   1271423   195.169945956   52.537822434    0.0543015   15.5514679   17.7200012   0.9605263   -20.6115341   0.788523    -20.5467243   0.7643054   1       0.24932663344901612   
  J082036.81+470706.5   51868-0441-455   125.15338   47.118462    0.054511   -15.19      32582    209451    125.153366337   47.118534886    0.0545166   16.8803692   17.6200008   0.8776224   -19.1974316   0.7360678   -19.2750053   0.7226306   1       0.26451578354819194   
  J115850.39+422139.6   53120-1448-267   179.70994   42.361001    0.054608   -14.65      344269   1295319   179.709858689   42.361008678    0.0546073   16.3382225   17.7200012   0.9872612   -19.7567768   0.5934495   -19.715189    0.6128587   1       0.2180536275173385    
  J143714.19+612728.9   52368-0607-526   219.30911   61.45804     0.054623   -14.90      35107    216705    219.309172037   61.458095255    0.0545039   16.0805378   17.7200012   0.8425532   -20.0824757   0.8700652   -20.1039276   0.9357027   1       0.22573254654523509   
  J103853.29+392151.2   53002-1430-598   159.72204   39.364211    0.054719   -14.44      291925   1181031   159.722007773   39.364210246    0.0547868   17.6328373   17.7200012   0.9871795   -18.5479774   0.7180863   -18.4703655   0.6838284   1       0.08973742876281914   
  J134426.42+441620.1   52814-1345-367   206.11007   44.272238    0.054728   -14.21      317412   1239496   206.110052749   44.272240726    0.0543538   15.2286472   17.7200012   0.9302326   -20.8718758   0.4472211   -21.0122051   0.4495996   1       0.0455381065173517    
  J075038.12+315737.1   52583-0890-400   117.65885   31.960301    0.054791   -14.92      182358   833102    117.658851855   31.960302676    0.0551879   15.8491573   17.7200012   0.8777429   -20.2678432   0.654761    -20.7481327   0.7547042   1       0.008276754411982168  
  J104504.24+114508.8   53115-1601-427   161.26766   11.752448    0.054831   -13.90      327765   1261124   161.267638823   11.75243552     0.0547961   16.186779    17.7200012   0.8947368   -19.9112606   0.6339666   -20.1614513   0.5575753   1       0.08711778844672997   
  J005125.77-102644.7   52177-0657-270   12.857375   -10.445747   0.054857   -15.00      82088    356923    12.857368183    -10.445736092   0.0547595   15.3419361   17.7200012   0.8809524   -20.7580948   0.630043    -21.0410824   0.6297379   1       0.04609242632447788   
  J222909.52+001449.4   52143-0376-467   337.28968   0.247057     0.054873   -14.32      421364   1717512   337.289686128   0.247021645     0.054745    16.0806923   17.6200008   0.7214286   -20.1010532   0.7892319   -20.0830154   0.8073212   1       0.12917569098196446   
  J104710.76+025949.4   52022-0506-604   161.79483   2.997044     0.054967   -14.24      94105    428879    161.794831644   2.997027038     0.0549612   14.9322901   17.7200012   0.9306931   -21.1662178   0.7252892   -21.1738129   0.8715923   1       0.06134856232616103   
  J093628.90+475451.4   52316-0834-411   144.1204    47.914284    0.055022   -14.75      174039   801398    144.120359291   47.914377466    0.0548787   15.6265011   17.7200012   0.8781512   -20.5583305   0.8384652   -20.4434528   0.8431077   1       0.3505216259998195    
  J094814.62+103821.5   52996-1306-334   147.06091   10.639299    0.055046   -14.48      271343   1119607   147.060922097   10.639293155    0.0551185   16.5053215   17.7200012   0.960199    -19.699564    0.7541486   -19.7212753   0.7141248   1       0.04769331522261709   
  J131651.30+055647.0   52376-0851-365   199.21374   5.946386     0.055052   -14.11      118355   494314    199.21373232    5.946383861     0.0551939   16.597393    17.7200012   0.7777778   -19.6143608   0.6542962   -19.6627178   0.6328881   1       0.028557030872561687  
  J141920.65+043623.4   52049-0584-393   214.83604   4.606496     0.055065   -14.00      116881   491206    214.83608909    4.606485277     0.0547813   15.2410336   17.7200012   0.9275362   -20.8492622   0.713493    -20.9768696   0.7551552   1       0.1803333198166931    
  J121511.09+450945.1   53090-1370-483   183.79622   45.162522    0.05508    -14.82      320811   1246816   183.79619224    45.162513132    0.0549872   15.9645767   17.7200012   0.8842105   -20.1282711   0.7621844   -20.3094769   0.8325713   1       0.07735933478299545   
  J130547.00+504034.0   52738-1280-601   196.44584   50.67612     0.055124   -14.07      331549   1268782   196.445872992   50.676196813    0.0551398   17.1855297   17.7200012   0.879397    -19.0460815   0.3798041   -18.9645672   0.3680129   1       0.2865867903518529    
  J150829.43+371120.8   52819-1352-558   227.12263   37.189112    0.055136   -15.19      322392   1249982   227.122618133   37.189110269    0.0550689   15.6175919   17.7200012   0.8932585   -20.5931263   0.6326697   -20.6350079   0.6776011   1       0.034599425827359476  
  J104454.18+021903.3   52022-0506-592   161.22574   2.317592     0.055221   -14.93      59486    285097    161.225728917   2.317588308     0.0552365   15.0036449   17.7200012   0.9051095   -21.0980053   0.8106156   -21.2210255   0.864626    1       0.042023410378430166  
  J085559.87+485351.9   52238-0764-413   133.99946   48.897753    0.055226   -14.00      112021   474939    133.999496297   48.897842789    0.055405    16.1397781   17.7200012   0.8580247   -20.0664349   0.820677    -20.0971985   0.8331015   1       0.3344601509948652    
  J141515.41+043616.0   52055-0583-174   213.81419   4.604441     0.055293   -15.36      116852   491160    213.814167043   4.604448812     0.0552553   17.5130348   17.7200012   0.8710692   -18.5772572   0.8833488   -18.5593929   0.8964828   1       0.08704669770112751   
  J162131.86+302154.4   53146-1420-069   245.38274   30.365098    0.055299   -14.54      393664   1413167   245.382737497   30.365097876    0.0551878   16.6087914   17.7200012   0.8727735   -19.5027199   0.6591593   -19.656456    0.6838652   1       0.007787519239930977  
  J101645.11+421025.5   52709-1218-054   154.18797   42.173744    0.055322   -13.88      258611   1062992   154.187996685   42.17375758     0.055026    15.6149511   17.7200012   1.0         -20.6233158   0.2066701   -20.5891743   0.2294496   1       0.08636470823912616   
  J093643.14+505249.6   52641-0901-410   144.17974   50.880456    0.055378   -14.34      193333   859710    144.179679301   50.880539584    0.0554793   15.2779055   17.7200012   0.9333333   -20.8576183   0.5293379   -21.0237465   0.5367613   1       0.33098427412543296   
  J135244.42+572442.3   52668-1158-147   208.18508   57.41176     0.05563    -14.45      245292   1004250   208.185084977   57.411833432    0.0557516   16.6048374   17.7200012   0.865625    -19.6305904   0.6033182   -19.8910942   1.0629243   1       0.2645312784216793    
  J102212.61+383742.8   52998-1428-232   155.55254   38.628544    0.05587    -14.63      292343   1181944   155.552531596   38.628537695    0.0559699   17.6207561   17.7200012   0.9534883   -18.5230904   0.7457381   -18.5265846   0.7249556   1       0.03276909733606288   
  J092209.75-003222.5   52000-0474-225   140.54062   -0.539574    0.056126   -15.09      8646     63724     140.540597403   -0.53956588     0.0561566   15.6933413   17.7200012   0.909434    -20.4348984   0.7570622   -20.9320927   0.8306687   1       0.08643850582913057   
  J152108.92+504007.0   52751-1166-424   230.28718   50.668607    0.05617    -14.21      241040   991855    230.287232484   50.66870475     0.0562056   15.940135    17.7200012   0.8901515   -20.220253    0.5751599   -20.400238    0.603238    1       0.37171799005187994   
  J082308.29+421521.0   52266-0761-372   125.78453   42.255846    0.056184   -13.40      124448   515451    125.78455434    42.255852013    0.0560153   15.5266781   17.7200012   0.7918367   -20.7041473   0.643117    -20.5436935   0.6009169   1       0.06837204561018628   
  J153656.44+312248.1   53119-1388-039   234.23517   31.380027    0.056195   -13.59      389069   1401920   234.235175313   31.380026591    0.05622     17.5456467   17.7200012   0.993007    -18.6721153   0.0178539   -18.8291759   0.0064518   1       0.01639541700813114   
  J152158.52+540151.7   52376-0794-469   230.49385   54.031033    0.056207   -14.48      141253   557565    230.493819523   54.031037571    0.0561575   16.4140415   17.7200012   0.9125683   -19.8458385   0.5980412   -19.7876415   0.5621793   1       0.06650989548161226   
  J094842.67+502931.5   52409-0902-134   147.1778    50.492079    0.056464   -13.45      192342   857411    147.177775589   50.492161922    0.0563294   15.1636028   17.7200012   0.9461538   -21.1062412   0.4386762   -21.0496845   0.3937105   1       0.30370935984781317   
  J142739.94+042014.2   52027-0585-438   216.91641   4.337268     0.056491   -14.61      64310    305638    216.91641694    4.337273177     0.0563676   16.5754738   17.7200012   0.9485714   -19.5663834   0.8473933   -19.6786251   0.8663886   1       0.031112302449111656  
  J143710.11-014054.5   52409-0919-512   219.29212   -1.681803    0.056557   -15.35      149213   577505    219.292140404   -1.681797233    0.0565035   16.0136757   17.7200012   0.8438818   -20.1528358   0.6544495   -20.166626    0.7221528   1       0.07630156528480413   
  J040548.78-061925.9   51910-0465-278   61.453259   -6.323848    0.056638   -14.72      72343    326167    61.453261651    -6.323830054    0.0568681   16.1483727   17.6200008   0.851735    -20.1358585   0.7404677   -19.9164124   0.8138033   1       0.06529822980334922   
  J221541.37+001836.3   51791-0374-515   333.92237   0.31008      0.056691   -14.59      421300   1717282   333.922366637   0.310106527     0.0567623   16.0508595   17.6200008   0.9612903   -20.1241474   0.6962929   -20.199707    0.6713409   1       0.09626154746707281   
  J093240.55+023332.7   51965-0475-568   143.16896   2.559072     0.056793   -14.29      92505    389264    143.168949642   2.559069753     0.0569034   16.0178108   17.7200012   0.962963    -20.250721    0.8136255   -20.2327957   0.7860433   1       0.03811978232067102   
  J161751.98-001957.4   51693-0346-147   244.4666    -0.332614    0.0569     -14.81      3776     46766     244.466610846   -0.332620988    0.0570159   16.3578262   17.6000004   0.8181818   -19.8388863   0.5682256   -19.8543243   0.5795248   1       0.04644751971444386   
  J090320.97+045738.1   52649-1192-183   135.83738   4.96058      0.057038   -14.08      210535   911009    135.837363436   4.960588597     0.0567494   17.1840305   17.7200012   0.897561    -19.1015282   0.530207    -19.0775833   0.456612    1       0.06698545000180713   
  J093308.88+534748.9   52266-0555-049   143.287     53.796926    0.057267   -14.46      94674    430194    143.286934535   53.797020903    0.0569532   16.4507885   17.7200012   0.9333333   -19.7361641   0.6112634   -19.8583965   0.5595437   1       0.36892009062015024   
  J081653.28+285423.1   52670-1206-530   124.22198   28.906405    0.05733    -13.79      200240   877493    124.221987994   28.906431537    0.0574014   16.7271309   17.7200012   0.9073171   -19.4746017   0.6063151   -19.5936432   0.637815    1       0.09879916511449433   
  J113500.42+525036.2   52367-0880-361   173.75175   52.843387    0.057413   -14.58      190802   853214    173.751722508   52.843446481    0.057384    17.4612293   17.7200012   0.8796992   -18.8233089   0.8671339   -18.8343067   0.8350618   1       0.22231906978861277   
  J091559.52+532657.8   52000-0554-207   138.99801   53.449375    0.057548   -14.50      87625    374871    138.997926953   53.449447653    0.0575222   16.7870598   17.7200012   0.9521531   -19.4162807   0.6718089   -19.3813152   0.6900813   1       0.3164002757982102    
  J141403.15+352311.4   53143-1643-122   213.51314   35.386499    0.057576   -13.63      404150   1436991   213.51316303    35.386496689    0.0574305   15.7626619   17.7200012   0.9090909   -20.5653687   0.403744    -19.954649    0.3120216   1       0.06810201850010333   
  J223010.11-094045.7   52228-0721-132   337.54214   -9.679362    0.057584   -14.62      164765   733071    337.542137581   -9.679375906    0.057515    15.6982327   17.7200012   0.8786885   -20.4972973   0.7785945   -20.6711121   0.8444018   1       0.0507922848271456    
  J215410.30-073701.4   52173-0644-622   328.5429    -7.617052    0.057619   -14.51      77377    342473    328.542885746   -7.617042725    0.0575928   16.7729034   17.7200012   0.8773585   -19.5309258   0.7344511   -19.3454666   0.761772    1       0.06084238144321134   
  J223302.68-084349.1   52228-0721-600   338.26117   -8.730313    0.058089   -13.67      67845    313858    338.261165914   -8.730316708    0.0582473   16.5249519   17.7200012   0.9365079   -19.7984161   0.7307664   -19.8036232   0.7095605   1       0.019737728854988795  
  J011009.01-100843.4   52199-0659-156   17.53756    -10.145394   0.058116   -14.15      70946    321979    17.537554744    -10.145430601   0.057938    15.5097122   17.7200012   0.8632479   -20.713335    0.578903    -20.994566    0.6453512   1       0.1330735302665273    
  J222435.29-001103.8   52140-0375-145   336.14705   -0.184401    0.058143   -14.14      420817   1713702   336.147053289   -0.184423881    0.0587348   16.1853352   17.6200008   0.7214286   -20.1653309   0.5220801   -20.0517502   0.5349948   1       0.08321823181144497   
  J163118.75+244244.2   53177-1572-452   247.82814   24.712276    0.058152   -14.63      408474   1447158   247.828123808   24.712289766    0.0582003   15.4568014   17.7200012   0.9623431   -20.7738342   0.6523049   -20.7641697   0.6456025   1       0.07252555188352974   
  J112209.40+011719.5   52636-0511-126   170.53917   1.288751     0.058292   -13.91      55597    276788    170.539167702   1.288695634     0.0579118   17.0604725   17.7200012   0.8333333   -19.2698822   0.498915    -19.193924    0.4195292   1       0.19948912319692907   
  J160655.95+332400.3   53144-1419-420   241.73312   33.400086    0.058551   -13.81      390158   1404350   241.733150368   33.400081794    0.0586818   15.9890881   17.7200012   0.989418    -20.3410778   0.8182501   -20.360218    0.8158716   1       0.09251695746332127   
  J164021.03+462843.3   52144-0627-050   250.08763   46.478687    0.058574   -13.87      121156   506834    250.087617073   46.478739557    0.0585236   16.8070469   17.7200012   0.8591224   -19.5623531   0.2986867   -19.5302067   0.2504079   1       0.19189995947832952   
  J085737.78+052821.3   52670-1190-611   134.40743   5.472591     0.058623   -14.19      253477   1039826   134.407400445   5.472595278     0.0587564   15.5827198   17.7200012   0.8841202   -20.7642174   0.6988356   -20.7419262   0.6384776   1       0.10702688766344343   
  J222857.71-005350.9   52143-0376-213   337.24045   -0.897475    0.058735   -14.53      167539   754235    337.240478129   -0.897479494    0.0587377   15.2438517   17.6200008   0.9130435   -21.0029106   0.7315311   -21.1656036   0.8308487   1       0.1025363519702033    
  J092234.80+050839.7   52707-0991-164   140.64502   5.144361     0.058858   -14.59      209905   909403    140.645008286   5.14436613      0.0589099   15.0156441   17.7200012   0.8978723   -21.3453808   0.6201647   -21.4008389   0.6523436   1       0.04588149900454243   
  J164527.10+420445.7   52083-0628-077   251.3629    42.079361    0.058874   -15.23      151670   583526    251.362881483   42.079341205    0.0588378   15.7388821   17.7200012   0.909699    -20.5995178   0.8627816   -20.5648804   0.8903847   1       0.08675399920819958   
  J112409.01+011857.3   52636-0511-001   171.03754   1.315913     0.05897    -14.89      55611    276813    171.037513488   1.315906242     0.0589488   15.8227053   17.7200012   0.8333333   -20.5338268   0.6338014   -20.3970642   0.6507558   1       0.09847076091783037   
  J163115.53+235257.5   53177-1572-478   247.81469   23.882636    0.059001   -13.95      403171   1434765   247.814658243   23.882643707    0.0591817   15.9415493   17.7200012   0.9623431   -20.4097099   0.7789379   -20.3960514   0.7583671   1       0.10815559725257452   
  J163202.48+320339.4   52781-1340-327   248.01034   32.060934    0.05902    -14.59      241648   993390    248.010301081   32.060927677    0.0592177   15.1185617   17.7200012   0.9444444   -21.1531429   0.6699861   -21.3295174   0.701341    1       0.12090180612151637   
  J093259.60+040506.1   52264-0569-427   143.24835   4.085026     0.059036   -14.43      106118   459724    143.248362374   4.0850172       0.0592245   15.6082993   17.7200012   0.8854626   -20.6607819   0.6351494   -20.8410873   0.6819519   1       0.05457045066389336   
  J163332.14+245905.0   53177-1572-562   248.38391   24.984736    0.059338   -13.91      404054   1436750   248.383905453   24.984736909    0.0594202   15.5964003   17.7200012   0.9054054   -20.7842655   0.6407018   -20.6349907   0.6211649   1       0.015193956810285817  
  J020307.71+140816.9   51900-0427-492   30.782129   14.13803     0.059376   -15.36      17644    152805    30.78211871     14.138027688    0.0591985   16.5314312   17.6200008   0.8917749   -19.7402687   0.6234903   -19.7526112   0.7434434   1       0.03687358837173862   
  J115953.40+051330.0   52375-0841-546   179.97248   5.224997     0.059379   -14.89      106777   460863    179.972455433   5.224996078     0.0593301   15.732832    17.7200012   0.9152542   -20.5279694   0.8487366   -20.7676334   0.9169415   1       0.08813622838812915   
  J220233.85-073225.0   52468-0717-492   330.64103   -7.540286    0.059405   -13.78      68359    315349    330.641019634   -7.540306325    0.059324    15.4319391   17.7200012   0.9125683   -20.9499454   0.5527689   -20.7960262   0.5670416   1       0.08199068307124718   
  J141000.36+131040.6   53178-1704-036   212.50149   13.177948    0.059606   -14.36      400395   1428444   212.50146968    13.177959205    0.0595364   15.9904642   17.7200012   0.9777778   -20.289217    0.7164247   -20.2928505   0.7386167   1       0.08185505333431227   
  J133804.30+394110.2   53091-1464-044   204.5179    39.686158    0.059638   -14.51      380204   1382552   204.517966005   39.6861662      0.0595918   16.1617832   17.7200012   0.9833333   -20.2049084   0.8706514   -20.2292747   0.8854257   1       0.1852272931439759    
  J002621.30+000915.0   51782-0391-398   6.588746    0.154162     0.059647   -14.89      427477   1757460   6.588723233     0.154139096     0.0596591   15.5995913   17.6200008   1.0         -20.7598152   0.965143    -20.828455    0.9800127   1       0.11625969963823164   
  J094129.03+492644.3   52641-0901-066   145.37097   49.445649    0.059718   -14.55      191166   854569    145.370895995   49.445784399    0.059765    17.2821941   17.7200012   0.9333333   -19.1049137   0.6904911   -19.0613174   0.6659741   1       0.5172989486218464    
  J160436.24+435247.3   52756-1170-350   241.15098   43.879811    0.059975   -14.98      246391   1006942   241.150969624   43.879807277    0.0598426   15.5751009   17.7200012   0.8575668   -20.7119942   0.7518603   -20.6844788   0.766625    1       0.03007579068886331   
  J081452.61+370130.8   52378-0892-562   123.71921   37.025226    0.059999   -13.95      179717   825072    123.719209915   37.02521209     0.0601478   16.3631725   17.7200012   1.0         -20.0274696   0.7922506   -19.9574852   0.792531    1       0.050076595949843435  
  J113035.89+415830.3   53055-1443-467   172.64956   41.975096    0.060001   -14.83      334693   1275759   172.64958273    41.975094329    0.0599506   16.3481674   17.7200012   0.8922414   -20.0307808   0.9239466   -20.0200939   0.9313623   1       0.061130553770791025  
  J093641.06+101415.9   52993-1304-428   144.17109   10.237739    0.060015   -13.73      271938   1121180   144.171092768   10.237766263    0.0599732   15.2360449   17.7200012   0.96875     -21.1298389   0.8529474   -21.0908585   0.801138    1       0.09863546461497628   
  J220531.57-073734.8   52206-0718-359   331.38153   -7.626329    0.060032   -15.03      68373    315376    331.381539849   -7.626336835    0.060019    15.1803293   17.7200012   0.9300411   -21.1265411   0.6773036   -21.0336742   0.8205608   1       0.045062102906693616  
  J215025.66+110020.2   52207-0733-121   327.60693   11.005618    0.060072   -15.12      77938    345896    327.606931759   11.005606706    0.0598935   15.9665871   17.7200012   0.8658009   -20.3278847   0.6364145   -20.2900734   0.6875277   1       0.04113080805731289   
  J131056.18+444413.6   53084-1375-424   197.73409   44.737113    0.060156   -13.93      321980   1249246   197.734084646   44.737123043    0.0600349   17.1508904   17.7200012   0.9846154   -19.2542973   0.5562776   -19.2076168   0.5110467   1       0.038660384075294436  
  J121629.13+601823.5   52409-0955-466   184.12139   60.30654     0.060196   -14.17      214931   922080    184.121381601   60.306664168    0.0600694   17.1646633   17.7200012   0.9240122   -19.2265797   0.7425961   -19.2395153   0.7190709   1       0.44725566234830455   
  J163816.60+215945.4   53149-1570-434   249.56918   21.995948    0.060286   -13.90      389376   1402408   249.569180234   21.995959084    0.0604976   15.8520441   17.7200012   0.9921875   -20.5596695   0.7432948   -20.55867     0.8173609   1       0.03991004403296102   
