name1,spec1,ra1,dec1,z1,logl1_5007,galaxyid1,objid1,group1,mrpetro1,mrmodel1,bg1,mg1,name2,spec2,ra2,dec2,z2,logl2_5007,galaxyid2,objid2,groupid2,mrpetro2,mrmodel2,bg2,mg2
J034547.98-000025.6,51811-0416-024,56.449928,-0.007117,0.035929,40.504585,525880,2094851,400131,-19.796211,-19.757072,1,1,J015612.53+145423.9,51877-0430-529,29.052221999999997,14.906644,0.0269914,40.480274,91374,385792,127014,-19.972025,-19.761623,1,1
J034547.98-000025.6,51811-0416-024,56.449928,-0.007117,0.035929,40.504585,525880,2094851,400131,-19.796211,-19.757072,1,1,J155525.74+504810.8,52375-0620-258,238.85726,50.802989000000004,0.0452107,40.475522999999995,32275,207705,89426,-19.829716,-19.789331,1,1
J034547.98-000025.6,51811-0416-024,56.449928,-0.007117,0.035929,40.504585,525880,2094851,400131,-19.796211,-19.757072,1,1,J154624.05+431715.6,52782-1333-047,236.60019,43.287665999999994,0.0342219,40.549946999999996,242818,996441,223403,-19.911261,-19.829914000000002,1,1
J034547.98-000025.6,51811-0416-024,56.449928,-0.007117,0.035929,40.504585,525880,2094851,400131,-19.796211,-19.757072,1,1,J003843.06+003451.7,51793-0392-543,9.679427800000001,0.58103772,0.043049,40.458985,424403,1732141,336987,-19.782301,-19.750861999999998,1,1
J034547.98-000025.6,51811-0416-024,56.449928,-0.007117,0.035929,40.504585,525880,2094851,400131,-19.796211,-19.757072,1,1,J112136.42+114413.5,53062-1605-147,170.40174,11.737096000000001,0.039816,40.554618,308050,1219662,265111,-19.743277,-19.798583999999998,1,1
J143452.46+483942.8,52733-1047-300,218.71857000000003,48.661878,0.036489,40.958376,379480,1380717,308941,-20.855245999999998,-20.689579000000002,1,1,J133817.77+481641.1,52762-1283-113,204.57404,48.278074,0.0278113,40.895681,205327,895492,16361,-20.782217000000003,-20.686094,1,1
J143452.46+483942.8,52733-1047-300,218.71857000000003,48.661878,0.036489,40.958376,379480,1380717,308941,-20.855245999999998,-20.689579000000002,1,1,J115704.84+524903.7,52370-0882-430,179.27018,52.817692,0.0355005,41.167061,190020,850924,36810,-20.569346,-20.696693,1,1
J143452.46+483942.8,52733-1047-300,218.71857000000003,48.661878,0.036489,40.958376,379480,1380717,308941,-20.855245999999998,-20.689579000000002,1,1,J110630.66+063333.9,52723-1004-282,166.62775,6.559402900000001,0.0401869,40.678432,216742,926049,206993,-20.669407,-20.635174,1,1
J143452.46+483942.8,52733-1047-300,218.71857000000003,48.661878,0.036489,40.958376,379480,1380717,308941,-20.855245999999998,-20.689579000000002,1,1,J080248.17+450204.4,51883-0436-634,120.70071000000002,45.034554,0.0387923,40.642215,35562,218875,91632,-20.707762,-20.683802,1,1
J143452.46+483942.8,52733-1047-300,218.71857000000003,48.661878,0.036489,40.958376,379480,1380717,308941,-20.855245999999998,-20.689579000000002,1,1,J121451.24-032922.2,52367-0332-014,183.71352,-3.4895004000000003,0.0335214,40.624677,19602,162809,81076,-20.680563,-20.656385,1,1
J150511.42-020831.0,52426-0922-168,226.2976,-2.141952,0.037129,39.363887,153028,592085,34228,-20.237492,-20.373507999999998,1,1,J221148.27-003500.2,51791-0374-280,332.95112,-0.58340225,0.0467727,39.363954,420367,1710034,334322,-20.386465,-20.386465,1,1
J150511.42-020831.0,52426-0922-168,226.2976,-2.141952,0.037129,39.363887,153028,592085,34228,-20.237492,-20.373507999999998,1,1,J131226.68-022724.5,51990-0340-197,198.11115,-2.4568157000000004,0.0308407,39.358307,148182,575293,163198,-20.288019,-20.359057999999997,1,1
J150511.42-020831.0,52426-0922-168,226.2976,-2.141952,0.037129,39.363887,153028,592085,34228,-20.237492,-20.373507999999998,1,1,J161624.64+515659.1,52051-0623-494,244.10268,51.949758,0.0336406,39.370604,119802,502875,3947,-20.305246,-20.319273000000003,1,1
J150511.42-020831.0,52426-0922-168,226.2976,-2.141952,0.037129,39.363887,153028,592085,34228,-20.237492,-20.373507999999998,1,1,J143408.12+590921.7,52342-0789-566,218.53383,59.156031000000006,0.0447612,39.353843,141782,558982,159234,-20.340151000000002,-20.33292,1,1
J150511.42-020831.0,52426-0922-168,226.2976,-2.141952,0.037129,39.363887,153028,592085,34228,-20.237492,-20.373507999999998,1,1,J130911.26+461858.4,53062-1461-317,197.29692,46.316221999999996,0.0354575,39.352812,301057,1203551,17899,-20.347538,-20.30538,1,1
J090436.95+553602.7,51908-0450-469,136.15396,55.600761,0.037142,40.784199,34825,216096,91151,-19.491129,-19.490902,1,1,J094830.01+553822.7,51991-0556-020,147.12503,55.63963100000001,0.0452398,40.845462,94983,430906,129345,-19.401842000000002,-19.41536,1,1
J090436.95+553602.7,51908-0450-469,136.15396,55.600761,0.037142,40.784199,34825,216096,91151,-19.491129,-19.490902,1,1,J164107.64+224924.8,53174-1571-594,250.28182999999999,22.823567999999998,0.0338842,40.638826,408507,1447221,52057,-19.434622,-19.461531,1,1
J090436.95+553602.7,51908-0450-469,136.15396,55.600761,0.037142,40.784199,34825,216096,91151,-19.491129,-19.490902,1,1,J235951.73-092633.6,52143-0650-461,359.96556,-9.442655,0.0422778,41.016829,73986,332053,28754,-19.711592,-19.54954,1,1
J090436.95+553602.7,51908-0450-469,136.15396,55.600761,0.037142,40.784199,34825,216096,91151,-19.491129,-19.490902,1,1,J144837.04+514331.0,52786-1328-466,222.15432,51.725287,0.0364433,40.388756,296275,1191555,257725,-19.586266000000002,-19.530047,1,1
J090436.95+553602.7,51908-0450-469,136.15396,55.600761,0.037142,40.784199,34825,216096,91151,-19.491129,-19.490902,1,1,J114504.88+463733.6,53054-1444-106,176.27033,46.625995,0.0351432,40.299658,259587,1064894,234075,-19.561396,-19.519938,1,1
J163348.87+355318.5,52765-1338-070,248.45362999999998,35.888477,0.037511,40.343021,244320,999903,224367,-20.320169,-20.526577,1,1,J111118.74+102020.2,52751-1221-600,167.82808,10.338947000000001,0.0471251,40.334589,257941,1061496,41540,-20.498817000000003,-20.466169,1,1
J163348.87+355318.5,52765-1338-070,248.45362999999998,35.888477,0.037511,40.343021,244320,999903,224367,-20.320169,-20.526577,1,1,J150624.23+322551.0,53171-1648-510,226.60097000000002,32.430827,0.0434203,40.332121,406511,1442333,325642,-20.467239000000003,-20.428497,1,1
J163348.87+355318.5,52765-1338-070,248.45362999999998,35.888477,0.037511,40.343021,244320,999903,224367,-20.320169,-20.526577,1,1,J125027.42+001345.6,51609-0292-519,192.61427,0.22933857,0.0468383,40.302378999999995,12362,75305,24515,-20.506357,-20.427685,1,1
J163348.87+355318.5,52765-1338-070,248.45362999999998,35.888477,0.037511,40.343021,244320,999903,224367,-20.320169,-20.526577,1,1,J090312.97+093708.4,53051-1738-117,135.80403,9.618986999999999,0.0301425,40.290582,274107,1125892,10426,-20.646380999999998,-20.576321,1,1
J163348.87+355318.5,52765-1338-070,248.45362999999998,35.888477,0.037511,40.343021,244320,999903,224367,-20.320169,-20.526577,1,1,J131659.79+053924.4,52376-0851-378,199.24913999999998,5.656785,0.0330604,40.216708000000004,117608,492781,31783,-20.586599,-20.625958999999998,1,1
J111117.96+113315.8,53078-1604-161,167.82484,11.554388000000001,0.038069,39.856202,308006,1219584,45045,-21.2964,-21.281218,1,1,J165922.66+204947.5,52913-1425-393,254.84441,20.829859,0.045116,39.849084000000005,386481,1396227,50635,-21.303024,-21.340382,1,1
J111117.96+113315.8,53078-1604-161,167.82484,11.554388000000001,0.038069,39.856202,308006,1219584,45045,-21.2964,-21.281218,1,1,J150759.30+011354.3,51665-0311-368,226.99709,1.2317371000000001,0.0351143,39.888424,51104,266637,8799,-21.049772,-21.219992,1,2
J111117.96+113315.8,53078-1604-161,167.82484,11.554388000000001,0.038069,39.856202,308006,1219584,45045,-21.2964,-21.281218,1,1,J002537.70+000212.2,51782-0391-383,6.407100700000001,0.036735537,0.0424591,39.763839000000004,427472,1757428,53406,-21.304945,-21.327396,1,1
J111117.96+113315.8,53078-1604-161,167.82484,11.554388000000001,0.038069,39.856202,308006,1219584,45045,-21.2964,-21.281218,1,1,J100447.30+573605.9,52317-0558-067,151.19709,57.601628000000005,0.0443179,39.761053000000004,95319,431753,129583,-21.259039,-21.242485000000002,1,1
J111117.96+113315.8,53078-1604-161,167.82484,11.554388000000001,0.038069,39.856202,308006,1219584,45045,-21.2964,-21.281218,1,1,J012012.10+143340.6,51893-0424-272,20.050435,14.561283999999999,0.0378416,39.747574,17105,151321,3176,-21.386236,-21.306877,1,1
J163453.67+231242.7,53174-1571-427,248.72362,23.211848,0.038606,40.748709999999996,403178,1434786,323626,-20.777647,-20.74346,1,1,J210224.28+101028.9,52207-0727-372,315.60117,10.174689,0.0473046,40.774102,77739,344847,118333,-20.565103,-20.744669000000002,1,1
J163453.67+231242.7,53174-1571-427,248.72362,23.211848,0.038606,40.748709999999996,403178,1434786,323626,-20.777647,-20.74346,1,1,J203907.03+003316.4,52435-0981-409,309.77929,0.55456106,0.048395,40.798769,167221,751301,11411,-20.890499,-20.831045,1,2
J163453.67+231242.7,53174-1571-427,248.72362,23.211848,0.038606,40.748709999999996,403178,1434786,323626,-20.777647,-20.74346,1,1,J080248.17+450204.4,51883-0436-634,120.70071000000002,45.034554,0.0387923,40.642215,35562,218875,91632,-20.707762,-20.683802,1,1
J163453.67+231242.7,53174-1571-427,248.72362,23.211848,0.038606,40.748709999999996,403178,1434786,323626,-20.777647,-20.74346,1,1,J121451.24-032922.2,52367-0332-014,183.71352,-3.4895004000000003,0.0335214,40.624677,19602,162809,81076,-20.680563,-20.656385,1,1
J163453.67+231242.7,53174-1571-427,248.72362,23.211848,0.038606,40.748709999999996,403178,1434786,323626,-20.777647,-20.74346,1,1,J101806.67+000559.8,51883-0271-494,154.52778,0.09994892,0.0484138,40.574821,63186,302766,109219,-20.633892000000003,-20.763981,1,1
J145901.36+611353.6,52055-0611-437,224.75565,61.231554,0.038767,40.262427,118919,500827,144555,-20.737471,-20.591896,1,1,J031100.77-082528.3,51924-0459-245,47.753226,-8.424517800000002,0.0353143,40.290209000000004,18130,154933,24890,-20.585424,-20.626928,1,1
J145901.36+611353.6,52055-0611-437,224.75565,61.231554,0.038767,40.262427,118919,500827,144555,-20.737471,-20.591896,1,1,J090312.97+093708.4,53051-1738-117,135.80403,9.618986999999999,0.0301425,40.290582,274107,1125892,10426,-20.646380999999998,-20.576321,1,1
J145901.36+611353.6,52055-0611-437,224.75565,61.231554,0.038767,40.262427,118919,500827,144555,-20.737471,-20.591896,1,1,J163215.40-000259.7,51671-0348-279,248.06417000000002,-0.049929550999999996,0.0441045,40.304431,579,36666,68569,-20.499775,-20.657047,1,1
J145901.36+611353.6,52055-0611-437,224.75565,61.231554,0.038767,40.262427,118919,500827,144555,-20.737471,-20.591896,1,1,J131659.79+053924.4,52376-0851-378,199.24913999999998,5.656785,0.0330604,40.216708000000004,117608,492781,31783,-20.586599,-20.625958999999998,1,1
J145901.36+611353.6,52055-0611-437,224.75565,61.231554,0.038767,40.262427,118919,500827,144555,-20.737471,-20.591896,1,1,J075217.06+254008.7,52578-0928-429,118.07108999999998,25.669079999999997,0.045418,40.19648,193808,861077,191894,-20.435852,-20.536442,1,1
J040929.15-042902.6,51910-0465-548,62.371466000000005,-4.484066,0.038801,40.573209999999996,75695,336879,117032,-19.358717000000002,-19.319042,1,1,J010957.04-004212.7,51794-0397-252,17.487679,-0.70352909,0.0455393,40.590792,425762,1741437,337845,-19.293938,-19.2325,1,1
J040929.15-042902.6,51910-0465-548,62.371466000000005,-4.484066,0.038801,40.573209999999996,75695,336879,117032,-19.358717000000002,-19.319042,1,1,J080547.35+225434.9,52943-1584-400,121.44728,22.909688,0.030256,40.423747,278651,1143164,43015,-19.540728,-19.353857,1,1
J040929.15-042902.6,51910-0465-548,62.371466000000005,-4.484066,0.038801,40.573209999999996,75695,336879,117032,-19.358717000000002,-19.319042,1,1,J160229.84+334735.0,53142-1418-152,240.62435,33.793046999999994,0.0449703,40.795451,393544,1412981,317446,-19.117388000000002,-19.312624,1,1
J040929.15-042902.6,51910-0465-548,62.371466000000005,-4.484066,0.038801,40.573209999999996,75695,336879,117032,-19.358717000000002,-19.319042,1,1,J143232.50+340625.4,53172-1645-251,218.13542,34.10705,0.0424324,40.324539,404234,1437123,51826,-19.289928,-19.334642000000002,1,1
J040929.15-042902.6,51910-0465-548,62.371466000000005,-4.484066,0.038801,40.573209999999996,75695,336879,117032,-19.358717000000002,-19.319042,1,1,J120443.26+483837.4,53116-1449-408,181.18026,48.643733000000005,0.040934,40.304928000000004,302941,1207773,262001,-19.336636,-19.335167000000002,1,1
J004719.40+144212.6,51871-0420-314,11.830816,14.703501000000001,0.039155,40.741324,89728,381228,29858,-21.284077,-21.316523999999998,1,1,J104852.92+480314.8,52643-0963-397,162.2205,48.054107,0.040949,40.700563,206050,897945,200007,-21.259144,-21.279409,1,1
J004719.40+144212.6,51871-0420-314,11.830816,14.703501000000001,0.039155,40.741324,89728,381228,29858,-21.284077,-21.316523999999998,1,1,J003735.81+001650.5,51793-0392-517,9.399220399999999,0.28068526,0.0349309,40.693418,171788,789408,177929,-21.411451,-21.349370999999998,1,1
J004719.40+144212.6,51871-0420-314,11.830816,14.703501000000001,0.039155,40.741324,89728,381228,29858,-21.284077,-21.316523999999998,1,1,J084805.78+542616.1,51899-0446-597,132.02407,54.437802000000005,0.0469286,40.536474,37036,223410,13454,-21.057173000000002,-21.244442000000003,1,1
J004719.40+144212.6,51871-0420-314,11.830816,14.703501000000001,0.039155,40.741324,89728,381228,29858,-21.284077,-21.316523999999998,1,1,J220316.00+003415.9,52173-0372-583,330.81665,0.571085,0.0301422,40.524898,417268,1697290,19963,-21.534727,-21.365143,1,1
J004719.40+144212.6,51871-0420-314,11.830816,14.703501000000001,0.039155,40.741324,89728,381228,29858,-21.284077,-21.316523999999998,1,1,J112640.67-014137.7,52375-0326-461,171.66945,-1.6937925,0.0463985,40.985892,21098,168692,3778,-21.220039,-21.237875,1,1
J092115.56+101741.1,53050-1740-215,140.31485,10.294746,0.039262,40.403763,323460,1252597,46195,-20.94322,-21.007514999999998,1,1,J100135.81+033647.8,52289-0572-109,150.39921999999999,3.6132774,0.0426907,40.398140000000005,104170,455073,30866,-20.697820999999998,-20.948071,1,1
J092115.56+101741.1,53050-1740-215,140.31485,10.294746,0.039262,40.403763,323460,1252597,46195,-20.94322,-21.007514999999998,1,1,J152552.61+542218.0,52376-0794-586,231.4692,54.371679,0.039401,40.409772,624372,2412424,23477,-21.022392,-21.029592,1,1
J092115.56+101741.1,53050-1740-215,140.31485,10.294746,0.039262,40.403763,323460,1252597,46195,-20.94322,-21.007514999999998,1,1,J085547.66+004739.4,51913-0469-230,133.9486,0.7942829,0.0417085,40.378968,12948,78444,4733,-21.14658,-21.071892000000002,1,1
J092115.56+101741.1,53050-1740-215,140.31485,10.294746,0.039262,40.403763,323460,1252597,46195,-20.94322,-21.007514999999998,1,1,J115753.46+415613.8,53120-1447-101,179.47273,41.937156,0.0483868,40.361916,343492,1293566,287308,-21.048941,-20.984756,1,1
J092115.56+101741.1,53050-1740-215,140.31485,10.294746,0.039262,40.403763,323460,1252597,46195,-20.94322,-21.007514999999998,1,1,J102944.63+402937.8,53002-1430-331,157.43597,40.493845,0.0439301,40.472801000000004,311523,1226749,18066,-20.982495999999998,-20.928904,1,1
J093551.59+612111.5,51910-0486-231,143.96497,61.353203,0.03933,40.005309000000004,38881,228735,93804,-21.150364,-20.934938,1,1,J133612.18+044424.3,52374-0853-520,204.05076,4.7400901,0.0343574,39.957104,129088,525627,31647,-20.829391,-20.851585,1,1
J093551.59+612111.5,51910-0486-231,143.96497,61.353203,0.03933,40.005309000000004,38881,228735,93804,-21.150364,-20.934938,1,1,J114840.43-001710.3,51943-0284-311,177.16846,-0.28619944,0.0473877,40.073278,2737,44530,8447,-20.926935,-20.906128,1,1
J093551.59+612111.5,51910-0486-231,143.96497,61.353203,0.03933,40.005309000000004,38881,228735,93804,-21.150364,-20.934938,1,1,J083708.45+450953.8,52232-0762-536,129.2852,45.164935,0.0385097,39.899936,124513,515559,6569,-20.883247,-20.875560999999998,1,1
J093551.59+612111.5,51910-0486-231,143.96497,61.353203,0.03933,40.005309000000004,38881,228735,93804,-21.150364,-20.934938,1,1,J080303.46+274438.4,52581-0929-412,120.7644,27.743989000000003,0.0472261,40.11316,200657,879493,196397,-20.911053,-20.890017,1,1
J093551.59+612111.5,51910-0486-231,143.96497,61.353203,0.03933,40.005309000000004,38881,228735,93804,-21.150364,-20.934938,1,1,J113619.29-025050.7,52294-0327-112,174.08037,-2.8474182999999997,0.0451928,39.89001,23070,173987,4750,-20.842667000000002,-20.904789,1,1
J083949.65+484701.5,51959-0550-535,129.95687,48.783747999999996,0.039351,40.985786,87706,375069,124614,-20.341688,-20.319758,1,1,J100604.28+534253.5,52400-0903-531,151.51782,53.714851,0.0442738,40.889071,191789,856127,190560,-20.259495,-20.297757999999998,1,1
J083949.65+484701.5,51959-0550-535,129.95687,48.783747999999996,0.039351,40.985786,87706,375069,124614,-20.341688,-20.319758,1,1,J123838.10+453414.5,53062-1372-458,189.65876,45.570687,0.0404841,41.100801000000004,316296,1236972,45698,-20.309141,-20.374751999999997,1,1
J083949.65+484701.5,51959-0550-535,129.95687,48.783747999999996,0.039351,40.985786,87706,375069,124614,-20.341688,-20.319758,1,1,J151605.52+600000.5,52345-0613-469,229.02298,60.000147999999996,0.0449031,40.831804,45965,250138,98349,-20.204569,-20.266813,1,1
J083949.65+484701.5,51959-0550-535,129.95687,48.783747999999996,0.039351,40.985786,87706,375069,124614,-20.341688,-20.319758,1,1,J081225.47+374348.8,52589-0893-305,123.10611000000002,37.730216999999996,0.0384855,40.590806,180404,826959,183281,-20.343552,-20.346777,1,1
J083949.65+484701.5,51959-0550-535,129.95687,48.783747999999996,0.039351,40.985786,87706,375069,124614,-20.341688,-20.319758,1,1,J144308.20+611914.4,52339-0609-287,220.78418,61.32068,0.0492164,40.494898,99675,443463,30510,-20.293964000000003,-20.295395000000003,1,1
J113355.94+670107.1,51955-0492-273,173.48307,67.018642,0.039719,39.544105,45673,249544,98154,-20.712559,-20.895007999999997,1,1,J011654.72-102202.7,52177-0660-168,19.228016,-10.367407,0.0432372,39.548635,71849,324867,29341,-20.886381,-20.929167,1,1
J113355.94+670107.1,51955-0492-273,173.48307,67.018642,0.039719,39.544105,45673,249544,98154,-20.712559,-20.895007999999997,1,1,J170001.67+384857.6,52071-0632-589,255.00697000000002,38.81601,0.035596,39.550508,120565,505284,9333,-20.975599,-20.982363,1,1
J113355.94+670107.1,51955-0492-273,173.48307,67.018642,0.039719,39.544105,45673,249544,98154,-20.712559,-20.895007999999997,1,1,J155346.40+544427.8,52056-0619-457,238.44333999999998,54.741066000000004,0.0458636,39.535686,119069,501073,14872,-20.704079,-20.814991,1,1
J113355.94+670107.1,51955-0492-273,173.48307,67.018642,0.039719,39.544105,45673,249544,98154,-20.712559,-20.895007999999997,1,1,J135228.16+015642.1,52026-0530-067,208.11732,1.94504,0.0326064,39.555509,58752,283110,1728,-20.92585,-20.89913,1,2
J113355.94+670107.1,51955-0492-273,173.48307,67.018642,0.039719,39.544105,45673,249544,98154,-20.712559,-20.895007999999997,1,1,J121758.45+411734.5,53120-1450-080,184.49353,41.292922999999995,0.038961,39.530072,333436,1272959,281138,-20.93185,-20.862238,1,1
J105833.33+461604.8,53054-1436-372,164.63888,46.268011,0.039899,40.768146,287737,1171567,10326,-21.233564,-21.452225,1,1,J112800.49+110929.8,53055-1606-127,172.00206,11.158284,0.0409766,40.785038,323830,1253426,275328,-21.498860999999998,-21.497803,1,1
J105833.33+461604.8,53054-1436-372,164.63888,46.268011,0.039899,40.768146,287737,1171567,10326,-21.233564,-21.452225,1,1,J121836.48+512452.9,52413-0970-524,184.65202,51.414691,0.0470985,40.737846000000005,185989,840943,3283,-21.273209,-21.465721,1,2
J105833.33+461604.8,53054-1436-372,164.63888,46.268011,0.039899,40.768146,287737,1171567,10326,-21.233564,-21.452225,1,1,J220316.00+003415.9,52173-0372-583,330.81665,0.571085,0.0301422,40.524898,417268,1697290,19963,-21.534727,-21.365143,1,1
J105833.33+461604.8,53054-1436-372,164.63888,46.268011,0.039899,40.768146,287737,1171567,10326,-21.233564,-21.452225,1,1,J234152.63-083853.4,52559-0648-335,355.4693,-8.6481614,0.0340993,40.499833,85190,367451,123014,-21.525949,-21.461948,1,1
J105833.33+461604.8,53054-1436-372,164.63888,46.268011,0.039899,40.768146,287737,1171567,10326,-21.233564,-21.452225,1,1,J120908.81+440011.5,53090-1370-312,182.28671,44.003199,0.0375801,40.493896,311850,1227323,5360,-21.460531,-21.413763,1,1
J081252.47+383823.9,52254-0759-102,123.21864,38.639965999999994,0.040241,40.285777,109850,469134,138854,-19.24708,-19.19989,1,1,J160406.98+443259.1,52753-1169-019,241.02909,44.549745,0.0429714,40.302335,247178,1009072,226259,-19.157621,-19.181229000000002,1,1
J081252.47+383823.9,52254-0759-102,123.21864,38.639965999999994,0.040241,40.285777,109850,469134,138854,-19.24708,-19.19989,1,1,J165744.13+192207.2,53172-1567-409,254.43386,19.368676,0.0471722,40.345044,384999,1392777,312301,-19.226051000000002,-19.174303,1,1
J081252.47+383823.9,52254-0759-102,123.21864,38.639965999999994,0.040241,40.285777,109850,469134,138854,-19.24708,-19.19989,1,1,J023310.79-074813.4,51909-0455-388,38.294963,-7.8037217000000005,0.030938,40.195626000000004,74364,332807,116112,-19.224577,-19.239981,1,1
J081252.47+383823.9,52254-0759-102,123.21864,38.639965999999994,0.040241,40.285777,109850,469134,138854,-19.24708,-19.19989,1,1,J010716.63-003837.3,51816-0396-028,16.819295999999998,-0.64369616,0.0443224,40.104774,425740,1741380,337831,-18.972967,-19.151004999999998,1,1
J081252.47+383823.9,52254-0759-102,123.21864,38.639965999999994,0.040241,40.285777,109850,469134,138854,-19.24708,-19.19989,1,1,J132904.55+560353.3,52764-1321-278,202.26895,56.064809999999994,0.0427447,40.088114000000004,298827,1198562,259333,-19.292710999999997,-19.19521,1,1
J082449.95+293644.2,52672-1207-512,126.20811,29.612269,0.040449,39.740387,252375,1036531,229461,-18.624544,-18.470888000000002,1,1,J082253.84+055615.5,52962-1296-051,125.72433999999998,5.9376445,0.0306668,39.679794,269466,1114543,240656,-18.407988,-18.431662,1,1
J082449.95+293644.2,52672-1207-512,126.20811,29.612269,0.040449,39.740387,252375,1036531,229461,-18.624544,-18.470888000000002,1,1,J093952.36+053236.3,52710-0993-276,144.96815,5.5434074,0.0453117,39.668993,209975,909531,202678,-18.403111,-18.464405,1,1
J082449.95+293644.2,52672-1207-512,126.20811,29.612269,0.040449,39.740387,252375,1036531,229461,-18.624544,-18.470888000000002,1,1,J115725.05+092038.6,52728-1228-292,179.35439,9.3440424,0.0356889,39.817319,256932,1059099,232443,-18.817482000000002,-18.570692,1,1
J082449.95+293644.2,52672-1207-512,126.20811,29.612269,0.040449,39.740387,252375,1036531,229461,-18.624544,-18.470888000000002,1,1,J113703.30+060505.4,52378-0838-340,174.26376000000002,6.084820099999999,0.050422,39.625287,107987,463699,137631,-18.459192,-18.501410999999997,1,1
J082449.95+293644.2,52672-1207-512,126.20811,29.612269,0.040449,39.740387,252375,1036531,229461,-18.624544,-18.470888000000002,1,1,J143838.87+363354.8,53115-1382-191,219.66197000000003,36.565219,0.0319369,39.607014,381771,1386000,310343,-18.446997,-18.380432,1,1
J134210.11+564210.3,52791-1322-419,205.54213000000001,56.702854,0.040575,40.603168,300206,1201577,17887,-19.319609,-19.419331,1,1,J164107.64+224924.8,53174-1571-594,250.28182999999999,22.823567999999998,0.0338842,40.638826,408507,1447221,52057,-19.434622,-19.461531,1,1
J134210.11+564210.3,52791-1322-419,205.54213000000001,56.702854,0.040575,40.603168,300206,1201577,17887,-19.319609,-19.419331,1,1,J094830.01+553822.7,51991-0556-020,147.12503,55.63963100000001,0.0452398,40.845462,94983,430906,129345,-19.401842000000002,-19.41536,1,1
J134210.11+564210.3,52791-1322-419,205.54213000000001,56.702854,0.040575,40.603168,300206,1201577,17887,-19.319609,-19.419331,1,1,J143232.50+340625.4,53172-1645-251,218.13542,34.10705,0.0424324,40.324539,404234,1437123,51826,-19.289928,-19.334642000000002,1,1
J134210.11+564210.3,52791-1322-419,205.54213000000001,56.702854,0.040575,40.603168,300206,1201577,17887,-19.319609,-19.419331,1,1,J120443.26+483837.4,53116-1449-408,181.18026,48.643733000000005,0.040934,40.304928000000004,302941,1207773,262001,-19.336636,-19.335167000000002,1,1
J134210.11+564210.3,52791-1322-419,205.54213000000001,56.702854,0.040575,40.603168,300206,1201577,17887,-19.319609,-19.419331,1,1,J123554.53+052021.3,52381-0845-596,188.9772,5.3392632,0.0500016,40.270088,116446,490446,143030,-19.536444,-19.471676000000002,1,1
J013402.53-094627.0,52145-0663-306,23.510558,-9.774157,0.040811,39.948355,69475,318680,14028,-21.087002,-20.995058,1,1,J110134.20+013509.9,52366-0508-134,165.39251000000002,1.5860919,0.049877,39.966623,56481,278576,104932,-20.765532,-21.007404,1,1
J013402.53-094627.0,52145-0663-306,23.510558,-9.774157,0.040811,39.948355,69475,318680,14028,-21.087002,-20.995058,1,1,J142410.99-004044.1,51613-0305-245,216.04581000000002,-0.67890513,0.0505722,39.906690000000005,2296,42155,69715,-21.011122,-21.018839,1,1
J013402.53-094627.0,52145-0663-306,23.510558,-9.774157,0.040811,39.948355,69475,318680,14028,-21.087002,-20.995058,1,1,J113619.29-025050.7,52294-0327-112,174.08037,-2.8474182999999997,0.0451928,39.89001,23070,173987,4750,-20.842667000000002,-20.904789,1,1
J013402.53-094627.0,52145-0663-306,23.510558,-9.774157,0.040811,39.948355,69475,318680,14028,-21.087002,-20.995058,1,1,J075416.45+200136.3,52941-1583-214,118.56855,20.026759,0.0458386,39.878698,279712,1152221,43086,-21.044977,-21.028337,1,1
J013402.53-094627.0,52145-0663-306,23.510558,-9.774157,0.040811,39.948355,69475,318680,14028,-21.087002,-20.995058,1,1,J140836.94+032522.7,52045-0582-043,212.15392000000003,3.4229592,0.0404266,39.874794,114229,485639,141703,-20.885023,-20.908712,1,1
J032235.86-010307.7,51929-0413-006,50.649406,-1.05215,0.040889,40.290063,414327,1667812,330273,-20.16144,-20.117563,1,1,J081455.56+503945.6,51882-0442-310,123.73151999999999,50.662665000000004,0.0372915,40.291433000000005,43015,242058,96368,-20.255936,-20.182966,1,1
J032235.86-010307.7,51929-0413-006,50.649406,-1.05215,0.040889,40.290063,414327,1667812,330273,-20.16144,-20.117563,1,1,J095058.70+375758.9,52765-1277-259,147.74458,37.966353000000005,0.04055,40.277186,312304,1228511,267799,-20.314552,-20.088593,1,1
J032235.86-010307.7,51929-0413-006,50.649406,-1.05215,0.040889,40.290063,414327,1667812,330273,-20.16144,-20.117563,1,1,J162656.91+352760.0,52765-1338-300,246.73712,35.46666,0.0313301,40.274884,242986,996741,223502,-20.082596,-20.021549,1,1
J032235.86-010307.7,51929-0413-006,50.649406,-1.05215,0.040889,40.290063,414327,1667812,330273,-20.16144,-20.117563,1,1,J091659.97+092648.6,52763-1302-331,139.24987,9.446836,0.047602,40.237223,271866,1121033,242260,-20.156239000000003,-20.046446,1,1
J032235.86-010307.7,51929-0413-006,50.649406,-1.05215,0.040889,40.290063,414327,1667812,330273,-20.16144,-20.117563,1,1,J081616.93+255827.9,52709-1266-139,124.07054,25.974425,0.0419314,40.362415999999996,265325,1088625,237832,-20.08955,-20.054098,1,1
J161156.32+521116.9,52051-0623-405,242.98465,52.188021,0.040981,40.552074,119507,501993,144912,-20.013451999999997,-19.968854999999998,1,1,J085221.86+375108.3,52323-0865-075,133.0911,37.852313,0.0456799,40.53699,208013,903362,201329,-19.968328,-20.015244,1,1
