name,ra,dec,z,flux_oiii,petro_abs_mag,central
J075525.29+391109.9,118.85538999999999,39.186094,0.033513,-13.68,-20.804052399999996,1
J162345.89+410456.4,245.94118999999998,41.082333,0.033522,-13.12,-19.822801600000002,1
J110501.98+594103.6,166.25823,59.684343000000005,0.033762,-13.77,-20.528099100000002,1
J011448.68-002946.1,18.702821,-0.496134,0.033828,-14.13,-21.1377888,1
J164107.64+224924.8,250.28182999999999,22.823567999999998,0.033871,-13.8,-19.4346218,1
J112255.74+523825.3,170.73223000000002,52.640361,0.033901,-14.28,-19.9571152,1
J161809.38+361957.8,244.53907,36.332728,0.033977,-14.2,-19.2887096,1
J162636.40+350242.1,246.65167000000002,35.045019,0.034012,-14.85,-19.830871600000002,1
J110157.90+101739.3,165.49125,10.29424,0.034036000000000004,-13.02,-19.268621399999997,0
J140018.43+050242.2,210.07677999999999,5.045069,0.034201,-12.91,-20.844631200000002,1
J120704.75+090647.9,181.76979,9.113311,0.034427,-14.7,-20.3408813,1
J032525.36-060837.9,51.355674,-6.14387,0.034488,-13.06,-21.514974600000002,0
J215512.42+005906.5,328.80177000000003,0.9851409999999999,0.035011,-14.83,-19.8528862,1
J165124.40+243121.4,252.85166,24.522616,0.035181,-14.81,-18.790027600000002,1
J092512.85+521710.3,141.30355,52.286206,0.035264,-12.85,-20.098405800000002,1
J130737.68+433117.7,196.90702,43.521587,0.035371,-14.48,-19.872734100000002,0
J095955.85+130237.8,149.98271,13.043827,0.035463,-13.88,-21.302969,1
J233837.10-002810.4,354.6546,-0.469552,0.035554,-13.87,-19.1022568,0
J110101.78+110248.9,165.25742,11.046922,0.035573,-13.49,-20.164978,0
J104439.16+384534.4,161.16317,38.759552,0.035626,-13.86,-21.1893044,0
J140941.70+372905.0,212.42373999999998,37.484734,0.035705,-14.85,-19.0055218,1
J150556.56+034226.3,226.48565,3.7073080000000003,0.035882,-12.8,-21.6456375,0
J034547.98-000025.6,56.449928,-0.007117,0.035929,-13.97,-19.7962112,1
J143452.46+483942.8,218.71857000000003,48.661878,0.036489,-13.53,-20.8552456,1
J150511.42-020831.0,226.2976,-2.141952,0.037129,-15.14,-20.237491600000002,1
J090436.95+553602.7,136.15396,55.600761,0.037142,-13.72,-19.4911289,1
J154814.76+450027.7,237.0615,45.007702,0.037268,-14.57,-18.7149277,0
J163348.87+355318.5,248.45362999999998,35.888477,0.037511,-14.17,-20.320169399999997,1
J151343.32+042143.7,228.43049,4.362133999999999,0.037765,-14.8,-20.265211100000002,0
J161951.31+405847.2,244.9638,40.979787,0.037857999999999996,-13.97,-20.381088300000002,0
J111117.96+113315.8,167.82484,11.554388000000001,0.038069,-14.67,-21.296400100000003,1
J163453.67+231242.7,248.72362,23.211848,0.038606,-13.79,-20.777647,1
J145901.36+611353.6,224.75565,61.231554,0.038767,-14.28,-20.7374706,1
J040929.15-042902.6,62.371466000000005,-4.484066,0.038801,-13.97,-19.358717000000002,1
J004719.40+144212.6,11.830816,14.703501000000001,0.039155,-13.81,-21.2840767,1
J092115.56+101741.1,140.31485,10.294746,0.039262,-14.15,-20.9432201,1
J093551.59+612111.5,143.96497,61.353203,0.039330000000000004,-14.55,-21.1503639,1
J083949.65+484701.5,129.95687,48.783747999999996,0.039351,-13.57,-20.341688199999997,1
J110032.52+020657.8,165.13548,2.116069,0.03946,-14.61,-21.313148499999997,0
J113355.94+670107.1,173.48307,67.018642,0.039719,-15.02,-20.7125587,1
J105833.33+461604.8,164.63888,46.268011,0.039899000000000004,-13.8,-21.2335644,1
J081252.47+383823.9,123.21864,38.639965999999994,0.040241000000000006,-14.29,-19.2470798,1
J082449.95+293644.2,126.20811,29.612269,0.040449,-14.84,-18.6245441,1
J134210.11+564210.3,205.54213000000001,56.702854,0.040575,-13.98,-19.3196087,1
J013402.53-094627.0,23.510558,-9.774157,0.040811,-14.64,-21.0870018,1
J032235.86-010307.7,50.649406,-1.05215,0.040889,-14.3,-20.161439899999998,1
J161156.32+521116.9,242.98465,52.188021,0.040981000000000004,-14.04,-20.0134525,1
J095437.23+063719.5,148.65513,6.622091,0.041042,-14.47,-20.9499702,1
J213741.45+005317.0,324.42269,0.888056,0.041052,-14.78,-20.5146008,1
J160936.43+254459.7,242.40177999999997,25.74991,0.041085,-13.86,-19.394674300000002,0
J160656.04+371917.8,241.73349,37.321613,0.041087,-14.73,-19.9645042,1
J080801.75+381935.3,122.00729,38.326482,0.041152,-14.15,-19.5101585,1
J081516.87+460431.0,123.8203,46.075269,0.041184,-13.62,-21.3346863,1
J080629.81+241955.7,121.6242,24.332134,0.041411,-15.15,-19.8313427,1
J101912.57+635802.7,154.80239,63.967420999999995,0.041422,-13.65,-21.2187099,0
J151607.34+034804.7,229.03058,3.801313,0.041643,-14.47,-19.7096443,1
J095824.97+103402.5,149.60406,10.567354,0.041701,-14.74,-18.969030399999998,1
J004236.86-104921.9,10.65359,-10.822742,0.041905,-13.43,-20.1601448,1
J111045.96+113641.6,167.69151000000002,11.611546,0.042131,-14.16,-21.0829258,1
J210721.91+110359.1,316.8413,11.066417999999999,0.042263,-14.56,-19.1614285,1
J155926.11+521235.3,239.8588,52.209801,0.04244,-14.65,-20.000137300000002,1
J155625.91+090318.6,239.10793999999999,9.055176,0.042569,-13.98,-21.311977399999996,1
J020615.99-001729.2,31.566634999999998,-0.291443,0.042634,-13.56,-22.0977345,1
J144629.98+500130.6,221.62491,50.025165,0.042716000000000004,-15.21,-20.467464399999997,1
J111559.27+043955.2,168.99695,4.665328,0.042795,-15.21,-20.2358608,1
J142817.99+571018.5,217.07495,57.171803000000004,0.042883,-13.21,-21.091648100000004,1
J102841.98+490418.7,157.17492,49.07186,0.042935,-13.98,-21.081646,1
J103438.60+393828.3,158.66082,39.641193,0.043081,-13.68,-20.645290399999997,0
J121423.17+434641.0,183.59656,43.778064,0.043138,-15.05,-18.544273399999998,1
J160051.41+462853.1,240.21422,46.48142,0.043304,-15.42,-19.428520199999998,1
J082912.68+500652.4,127.30282,50.114544,0.043358999999999995,-13.79,-18.547472,0
J160445.01+444316.9,241.18752999999998,44.721353,0.04336,-14.37,-20.2967491,1
J160505.16+452634.8,241.2715,45.443013,0.043399,-14.69,-21.167009399999998,1
J110654.46+061213.0,166.72692,6.203624,0.043463999999999996,-14.88,-19.5724697,1
J163159.59+243740.3,247.9983,24.627851999999997,0.043474,-14.0,-18.728591899999998,1
J145448.62+003828.8,223.7026,0.641333,0.043485,-13.21,-20.5023098,0
J113249.27+101747.2,173.2053,10.296445,0.043669,-13.9,-20.6945686,1
J102402.60+062943.9,156.01083,6.495525,0.044014,-14.23,-20.1678982,0
J091102.33+550023.0,137.75972,55.006381999999995,0.044344999999999996,-14.94,-18.949939699999998,1
J144052.61-023506.3,220.21919,-2.585081,0.044348,-14.45,-20.0482121,1
J160558.12+440319.5,241.49218,44.055427,0.044438,-14.21,-20.629987699999997,0
J030417.78+002827.4,46.074085,0.474268,0.044501,-14.17,-20.6745586,0
J084137.88+545506.6,130.40782,54.918507,0.044619,-14.13,-20.582508100000002,1
J112242.74+414355.5,170.67809,41.732079999999996,0.044660000000000005,-15.02,-17.9249859,0
J102531.28+514034.9,156.38035,51.676353999999996,0.044884,-13.9,-20.251998899999997,1
J082620.82+055727.8,126.58673999999999,5.957732,0.044945,-14.57,-20.212963100000003,1
J143552.31+341345.5,218.96797,34.229308,0.044968,-15.0,-18.2137108,0
J160154.01+315331.4,240.47506,31.892042,0.044968,-14.11,-20.836486800000003,1
J161051.81+485439.2,242.71587999999997,48.910902,0.04506,-13.26,-20.214593899999997,1
J091256.44+380538.1,138.23518,38.093914,0.045348,-13.99,-19.8681316,1
J000805.62+145023.4,2.023437,14.839835999999998,0.04542,-14.19,-20.5424061,1
J204745.25-052515.7,311.93856,-5.421022,0.045648,-14.58,-20.2942982,1
J232721.96+152437.3,351.84151,15.410362,0.045717,-13.55,-21.616621,1
J150745.00+512710.3,226.9375,51.452851,0.045758,-13.47,-21.366411199999998,1
J091101.33+571246.9,137.75554,57.213017,0.045821,-14.29,-19.667488100000003,1
J083202.16+461425.7,128.009,46.240482,0.045906,-14.34,-20.365354500000002,1
J102532.08+102504.1,156.38368,10.417802,0.046023,-13.98,-19.299015,0
J080352.99+263123.4,120.97079,26.523155,0.046319,-14.77,-20.148481399999998,0
J104809.70+565459.4,162.04041,56.916497,0.046329,-15.2,-19.5481758,0
J005847.48-010549.8,14.69785,-1.097161,0.046538,-13.77,-19.873661,0
J163007.40-001136.4,247.53082999999998,-0.193449,0.046676,-13.94,-20.3433704,1
J111237.43+120729.5,168.15596000000002,12.124856,0.046741000000000005,-14.48,-20.5725765,0
J123237.49+662452.3,188.15621000000002,66.41453299999999,0.04679,-13.98,-20.2430077,0
J230443.48-084108.6,346.18116000000003,-8.685727,0.04686,-12.66,-22.142519,1
J075813.33+440108.3,119.55554,44.018962,0.046891,-14.73,-19.5313187,0
J094838.42+403043.7,147.16009,40.512147,0.046951,-14.0,-20.8373489,1
J125718.83-011920.8,194.32846999999998,-1.32245,0.047006,-15.17,-19.9251595,1
J125042.44-024931.4,192.67685,-2.825401,0.047057999999999996,-14.07,-20.792499499999998,1
J094328.74+524811.6,145.86975,52.803211,0.047143,-14.3,-20.22439,1
J100115.90+544254.5,150.31627,54.715143999999995,0.047325,-14.78,-20.0731201,0
J163629.67+410222.4,249.12363,41.039552,0.047343,-15.27,-19.9487228,1
J143310.55+525830.5,218.29395,52.975145,0.047443,-14.68,-18.9446888,0
J104326.47+110524.3,160.86031,11.090075,0.047580000000000004,-13.15,-19.4824429,0
J114433.07+613200.7,176.1378,61.533522999999995,0.047693,-13.71,-21.2876682,1
J093449.82+081851.8,143.70758999999998,8.314394,0.047773,-14.73,-19.8733826,1
J144249.70+611137.7,220.70709,61.193812,0.047858,-15.96,-18.4825954,0
J002746.39-101546.7,6.943303,-10.262982000000001,0.047885000000000004,-14.62,-20.993660000000002,1
J124635.25+022208.8,191.64687,2.369098,0.048178,-13.65,-20.2087784,1
J155417.43+323837.8,238.57262999999998,32.643840000000004,0.048313,-13.49,-20.648634,1
J073106.87+392644.7,112.77861000000001,39.445747,0.048466,-14.3,-20.3950138,1
J112526.52+022039.1,171.36049,2.344183,0.04863,-14.37,-20.0131893,0
J131310.13+051942.2,198.29221,5.328379,0.048692,-14.34,-19.1853428,0
J112942.76+555912.6,172.42815,55.986844999999995,0.04871,-14.34,-19.8340302,1
J091913.19+552755.0,139.80495,55.465281999999995,0.048986,-12.74,-19.5990486,0
J082842.73+454433.3,127.17806000000002,45.742576,0.049014999999999996,-14.27,-20.1138344,1
J165601.61+211241.2,254.00669,21.211431,0.049105,-13.66,-19.6324596,1
J095306.81+365028.1,148.27838,36.841132,0.049137,-15.43,-19.748374899999998,1
J101439.56-004951.3,153.66484,-0.83091,0.049154,-14.18,-21.951768899999998,1
J110456.03+433409.2,166.23345,43.569226,0.049288,-14.15,-19.720760300000002,1
J092313.32+565622.3,140.8055,56.939528,0.049386,-15.18,-20.4766617,1
J164520.63+424528.0,251.33594,42.757771000000005,0.049401,-15.04,-20.231855399999997,1
J121958.74+560855.0,184.99473999999998,56.148616000000004,0.049481,-15.05,-19.5184669,1
J113304.43+561028.8,173.26847,56.174668999999994,0.049682,-14.95,-18.917491899999998,0
J093327.87+093200.1,143.36614,9.533356,0.049694999999999996,-14.74,-20.298954000000002,1
J083220.04+302719.4,128.08348,30.455399,0.049792,-14.27,-19.4686241,1
J075643.72+445124.2,119.18215,44.856709,0.049802,-14.39,-20.5606651,0
J033957.87-061215.1,54.991130000000005,-6.204198,0.049822000000000005,-15.26,-20.9334011,1
J094839.74+363649.2,147.1656,36.613667,0.049886,-14.64,-20.6174908,1
J091520.48+411918.8,138.83532,41.321884000000004,0.049894,-15.2,-19.900983800000002,1
J120234.40+544500.7,180.64334,54.750195,0.049899,-14.98,-19.0902576,0
J100510.52+543255.5,151.29381999999998,54.548756999999995,0.049929,-14.87,-19.0874138,0
J135951.93+364423.7,209.96636,36.739916,0.050018,-14.39,-18.8958607,1
J084146.02+032424.9,130.44177,3.4069199999999995,0.050167,-14.91,-20.447979,1
J075611.33+452905.0,119.04722,45.484732,0.050283,-14.87,-20.879665399999997,1
J121826.71-000750.0,184.6113,-0.13056199999999998,0.050422,-13.95,-19.4773331,1
J093701.05+010543.8,144.25437,1.0954979999999999,0.050541,-13.49,-20.5684338,0
J121920.85-001429.5,184.83688999999998,-0.241522,0.050589,-14.32,-19.870397600000004,1
J130619.84+455224.2,196.58266,45.873399,0.050697000000000006,-14.84,-20.5461941,1
J115138.10+561331.9,177.90876,56.225530000000006,0.050854,-14.18,-19.308670000000003,1
J162138.10+351617.3,245.40874,35.271464,0.05086,-13.8,-20.214780800000003,1
J081509.80+032753.7,123.79083999999999,3.4649059999999996,0.051094,-14.4,-20.9028397,1
J102934.69+004819.1,157.39456,0.805307,0.051167000000000004,-15.36,-19.7993832,1
J153001.82-020415.0,232.50757000000002,-2.070846,0.051188,-14.31,-20.006410600000002,1
J095050.29+095236.8,147.70953,9.876884,0.051257000000000004,-14.33,-20.1022453,1
J112841.00+575006.5,172.17083,57.83514,0.051267999999999994,-13.99,-21.5661201,1
J115038.19-005326.6,177.65911,-0.890724,0.051365999999999995,-14.66,-20.040416699999998,1
J163813.72+261654.4,249.55716,26.281791,0.051428999999999996,-14.22,-21.763715700000002,1
J210226.54+000702.3,315.6106,0.117307,0.051636,-14.77,-19.2068958,1
J213418.32-064335.3,323.57634,-6.7264610000000005,0.051666,-14.36,-18.7063179,1
J075244.20+455657.4,118.18416,45.949273,0.051799,-14.05,-21.709556600000003,1
J120626.28+424426.1,181.6095,42.740579,0.052025999999999996,-14.35,-20.6346188,1
J212851.20-010412.5,322.21332,-1.070127,0.052051,-14.95,-21.5411835,1
J130019.96+613918.1,195.08318,61.655030000000004,0.052198,-13.91,-21.213138600000004,1
J212954.56+101603.9,322.47733,10.267746,0.052211,-14.09,-20.330488199999998,1
J105658.53+441653.2,164.24387,44.281444,0.052375,-13.75,-19.5481129,1
J085554.27+005111.0,133.97613,0.853043,0.052387,-14.06,-20.196668600000002,1
J104252.94+041441.1,160.72059,4.244756,0.052457000000000004,-14.31,-19.8732224,1
J020001.72-085540.5,30.007176,-8.927928999999999,0.05247,-14.68,-19.0141258,1
J213344.25-081615.7,323.43439,-8.271023,0.0525,-14.58,-20.7480564,1
J103210.16+065205.4,158.04232,6.868173,0.052774,-14.75,-19.945301100000002,1
J084219.66+360341.6,130.58192,36.061567,0.052860000000000004,-15.16,-18.8345737,0
J114005.46+454216.6,175.02274,45.704603999999996,0.053215,-15.2,-19.349300399999997,1
J160502.47+330545.0,241.26028,33.09584,0.053266999999999995,-14.05,-20.109317800000003,1
J170938.98+630634.8,257.41242,63.10966,0.053470000000000004,-14.25,-19.1981297,1
J114545.19+554759.7,176.4383,55.799921,0.053489999999999996,-14.44,-20.6654396,0
J103312.84+064437.0,158.30348,6.7436050000000005,0.053501,-14.74,-20.587356600000003,1
J081319.33+460849.8,123.33056,46.147156,0.053579999999999996,-14.11,-20.464981100000003,1
J100854.94+373930.0,152.2289,37.658328000000004,0.05362000000000001,-14.07,-20.9131546,1
J140644.89-012023.2,211.68703,-1.3397809999999999,0.053689999999999995,-15.07,-19.470766100000002,1
J224824.64+000920.8,342.10266,0.155776,0.053709,-13.86,-20.355466800000002,1
J160535.00+311439.3,241.39582000000001,31.244263,0.053752999999999995,-14.61,-20.102010699999997,1
J081825.15+472950.4,124.6048,47.497321,0.053764,-15.11,-18.6192799,0
J141630.81+013708.0,214.12839,1.618892,0.053849,-14.12,-21.2858925,0
J080907.58+441641.4,122.28159,44.278171,0.05391900000000001,-14.68,-19.0019569,1
J125400.21+424220.1,193.50087,42.705575,0.053979,-14.86,-20.7412529,1
J140516.19-014240.7,211.31745,-1.7113009999999997,0.054020000000000006,-15.53,-19.584287600000003,0
J133032.00-003613.5,202.63334,-0.603751,0.054020000000000006,-14.07,-20.8181648,1
J100723.59+523033.1,151.84828000000002,52.509187,0.054087,-15.16,-18.6275082,1
J113704.18+482659.1,174.26742,48.449740000000006,0.054179,-14.63,-18.9918079,1
J140514.87-025901.3,211.31196,-2.9836869999999998,0.054183,-14.44,-20.654701199999998,1
J171447.55+613806.7,258.69813999999997,61.635199,0.054198,-15.19,-20.932872800000002,1
J023150.81-010823.1,37.961702,-1.139746,0.054198,-15.49,-19.4084339,0
J150853.95-001149.0,227.22478999999998,-0.196936,0.054203999999999995,-12.89,-21.424444199999996,1
J004311.60-093816.0,10.798353,-9.637783,0.054214,-14.92,-21.0393276,0
J130803.89+505226.8,197.0162,50.874105,0.054248000000000005,-14.18,-19.204881699999998,1
J012159.82-010224.4,20.499254999999998,-1.0400989999999999,0.05430700000000001,-13.2,-21.4613647,1
J210533.44+002829.3,316.38933,0.47480200000000006,0.054312,-14.51,-19.264985999999997,1
J023140.98-011003.6,37.920747,-1.167662,0.054358000000000004,-14.89,-19.8736076,0
J012108.17+150011.5,20.284054,15.003204,0.054373000000000005,-14.11,-19.92243,1
J130040.78+523215.9,195.16992,52.537755000000004,0.054457000000000005,-14.35,-20.6115341,1
J082036.81+470706.5,125.15338,47.118462,0.054511000000000004,-15.19,-19.1974316,0
J115850.39+422139.6,179.70994,42.361001,0.054608000000000004,-14.65,-19.7567768,1
J143714.19+612728.9,219.30911,61.458040000000004,0.054623000000000005,-14.9,-20.0824757,1
J103853.29+392151.2,159.72204,39.364211,0.054719000000000004,-14.44,-18.547977399999997,0
J134426.42+441620.1,206.11007,44.272238,0.054728,-14.21,-20.8718758,1
J075038.12+315737.1,117.65885,31.960301,0.054791,-14.92,-20.2678432,0
J104504.24+114508.8,161.26766,11.752448,0.054831,-13.9,-19.911260600000002,1
J005125.77-102644.7,12.857375,-10.445747,0.054857,-15.0,-20.758094800000002,1
J222909.52+001449.4,337.28968,0.24705700000000003,0.054873000000000005,-14.32,-20.1010532,1
J104710.76+025949.4,161.79483000000002,2.997044,0.054966999999999995,-14.24,-21.166217800000002,1
J093628.90+475451.4,144.1204,47.914284,0.055022,-14.75,-20.5583305,1
J094814.62+103821.5,147.06091,10.639299000000001,0.055046000000000005,-14.48,-19.699564000000002,1
J131651.30+055647.0,199.21374,5.946386,0.055052,-14.11,-19.6143608,1
J141920.65+043623.4,214.83604,4.606496,0.055064999999999996,-14.0,-20.849262200000002,1
J121511.09+450945.1,183.79622,45.162521999999996,0.05508,-14.82,-20.128271100000003,1
J130547.00+504034.0,196.44584,50.676120000000004,0.055124,-14.07,-19.0460815,1
J150829.43+371120.8,227.12263,37.189112,0.055136000000000004,-15.19,-20.5931263,1
J104454.18+021903.3,161.22574,2.317592,0.055221000000000006,-14.93,-21.0980053,1
J085559.87+485351.9,133.99946,48.897753,0.055226,-14.0,-20.066434899999997,1
J141515.41+043616.0,213.81419,4.6044410000000005,0.055292999999999995,-15.36,-18.5772572,0
J162131.86+302154.4,245.38273999999998,30.365098,0.055299,-14.54,-19.5027199,1
J101645.11+421025.5,154.18797,42.173744,0.055322,-13.88,-20.6233158,1
J093643.14+505249.6,144.17973999999998,50.880456,0.055378,-14.34,-20.857618300000002,1
J135244.42+572442.3,208.18508,57.41176,0.05563,-14.45,-19.6305904,1
J102212.61+383742.8,155.55254,38.628544,0.05587,-14.63,-18.523090399999997,0
J092209.75-003222.5,140.54062,-0.539574,0.056126,-15.09,-20.434898399999998,0
J152108.92+504007.0,230.28717999999998,50.668607,0.056170000000000005,-14.21,-20.220253,0
J082308.29+421521.0,125.78453,42.255846000000005,0.056184000000000005,-13.4,-20.7041473,1
J153656.44+312248.1,234.23517,31.380027000000002,0.056195,-13.59,-18.6721153,1
J152158.52+540151.7,230.49385,54.031032999999994,0.05620700000000001,-14.48,-19.8458385,1
J094842.67+502931.5,147.1778,50.492079,0.056464,-13.45,-21.1062412,1
J142739.94+042014.2,216.91641,4.337268,0.056491,-14.61,-19.566383399999996,0
J143710.11-014054.5,219.29212,-1.681803,0.056557,-15.35,-20.152835800000002,1
J040548.78-061925.9,61.453258999999996,-6.323848,0.056638,-14.72,-20.135858499999998,1
J221541.37+001836.3,333.92237,0.31008,0.056691,-14.59,-20.1241474,1
J093240.55+023332.7,143.16896,2.559072,0.056792999999999996,-14.29,-20.250721,1
J161751.98-001957.4,244.4666,-0.33261399999999997,0.0569,-14.81,-19.838886300000002,0
J090320.97+045738.1,135.83738,4.96058,0.057038,-14.08,-19.1015282,1
J093308.88+534748.9,143.287,53.796926,0.057267,-14.46,-19.7361641,1
J081653.28+285423.1,124.22198,28.906405,0.05732999999999999,-13.79,-19.4746017,1
J113500.42+525036.2,173.75175,52.843387,0.057413,-14.58,-18.823308899999997,0
J091559.52+532657.8,138.99801000000002,53.449375,0.057548,-14.5,-19.4162807,0
J141403.15+352311.4,213.51314,35.386499,0.057576,-13.63,-20.5653687,1
J223010.11-094045.7,337.54214,-9.679362,0.057584,-14.62,-20.4972973,0
J215410.30-073701.4,328.5429,-7.617052,0.057619000000000004,-14.51,-19.5309258,1
J223302.68-084349.1,338.26117,-8.730313,0.058089,-13.67,-19.7984161,1
J011009.01-100843.4,17.53756,-10.145394,0.058115999999999994,-14.15,-20.713335,1
J222435.29-001103.8,336.14705,-0.184401,0.05814299999999999,-14.14,-20.165330899999997,1
J163118.75+244244.2,247.82814,24.712276,0.058151999999999995,-14.63,-20.7738342,0
J112209.40+011719.5,170.53916999999998,1.288751,0.058292,-13.91,-19.269882199999998,1
J160655.95+332400.3,241.73312,33.400086,0.058551,-13.81,-20.3410778,0
J164021.03+462843.3,250.08763,46.478687,0.058574,-13.87,-19.562353100000003,1
J085737.78+052821.3,134.40743,5.472591,0.058623,-14.19,-20.7642174,1
J222857.71-005350.9,337.24045,-0.897475,0.058735,-14.53,-21.002910600000003,1
J092234.80+050839.7,140.64502,5.144361,0.05885800000000001,-14.59,-21.3453808,1
