name,z,flux,luminous
J111614.66+061736.1,0.07535700000000001,-15.04,40.102414
J235833.21+003453.6,0.07559,-15.13,40.015236
J140458.18-013214.7,0.075627,-14.98,40.165683
J160603.99+480701.8,0.07565,-15.16,39.985961
J085649.62+355459.6,0.075663,-14.41,40.736118
J074145.48+314758.6,0.075675,-14.24,40.906263
J074659.82+440728.8,0.07581399999999999,-14.74,40.407941
J115858.89+004632.4,0.075927,-15.43,39.719303
J090821.74+522103.0,0.07593,-14.78,40.369339
J144941.76+474748.4,0.075935,-13.93,41.219399
J084503.43+361735.8,0.075948,-13.57,41.579556
J035301.02-062326.4,0.076026,-14.52,40.630494
J134227.85+410539.0,0.076142,-14.68,40.471888
J083552.35+295716.0,0.076149,-13.71,41.441972
J083741.94+263344.1,0.07615,-14.97,40.181984
J094411.95+502656.6,0.076193,-14.68,40.472501
J101150.31+062743.4,0.076228,-14.34,40.812921
J115612.38+024125.6,0.076295,-14.68,40.473724
J140829.22+623455.3,0.076305,-14.14,41.013844
J215604.59+124048.5,0.076389,-13.65,41.50485
J130051.78+624742.9,0.076564,-14.84,40.316943
J132340.31-012749.2,0.076685,-14.23,40.928388
J103915.70-003917.0,0.076788,-13.92,41.239616
J153242.80-012825.7,0.076846,-14.92,40.240306
J155145.47+385737.4,0.076905,-15.64,39.521008
J154829.65+465930.6,0.07691,-14.74,40.421068
J075456.75+355627.7,0.076914,-15.25,39.911116
J115609.28+562422.1,0.076951,-14.19,40.971556
J141611.95+631128.1,0.076961,-14.72,40.441674
J115901.01-003243.6,0.07699199999999999,-14.97,40.192043
J100450.33+095306.8,0.07707,-14.65,40.512969
J142346.68+632926.0,0.07708999999999999,-13.98,41.183207
J083019.67+084725.1,0.077106,-15.31,39.853397
J153241.20+331904.6,0.07712100000000001,-14.8,40.363575
J102233.70+582704.9,0.07713500000000001,-14.91,40.253741
J170328.97+614110.0,0.077172,-13.9,41.26418
J020459.25-080816.0,0.077189,-14.83,40.334381
J081835.73+285022.5,0.07724,-14.54,40.624985
J090028.54+060842.5,0.07727200000000001,-14.83,40.335364
J225717.41-005810.8,0.077407,-14.91,40.256962
J133248.60+442452.7,0.07743799999999999,-15.22,39.94732800000001
J120332.94+022934.7,0.077487,-13.67,41.497907
J121836.97+091323.6,0.077548,-14.76,40.408627
J234807.14-091202.7,0.077657,-15.12,40.049913
J120130.37+011138.7,0.077675,-14.41,40.760125
J103451.34+051450.9,0.077734,-15.03,40.14082
J092204.65+490740.1,0.077847,-14.29,40.88215
J080118.49+282921.6,0.07796900000000001,-15.61,39.563583
J092613.80+065056.5,0.077999,-13.71,41.463935
J020132.57+002353.2,0.078002,-14.78,40.393971
J101246.60+061604.7,0.078137,-14.74,40.435554
J091222.31+065829.0,0.078149,-14.64,40.535694
J152515.18+601409.1,0.078318,-13.96,41.217672
J115601.13+001237.9,0.078319,-15.02,40.157684
J150758.52-015100.2,0.078329,-15.41,39.767801
J092721.42+060957.7,0.07837899999999999,-14.22,40.958385
J153840.44+363834.3,0.078468,-14.69,40.489424
J105212.75+431708.6,0.078485,-14.72,40.459623
J013757.53+131102.1,0.07852200000000001,-14.74,40.440054
J113808.02+674712.5,0.078573,-14.54,40.640649
J102143.30+011428.4,0.078622,-13.93,41.25122
J111453.60+024206.9,0.078651,-14.74,40.441557
J101234.43+062015.0,0.078662,-14.34,40.841686
J154238.05+400758.8,0.078669,-15.63,39.551767
J135454.97+395129.2,0.078685,-15.52,39.661953
J160439.16+381915.0,0.078711,-15.38,39.802256
J153545.67+422024.5,0.07872799999999999,-15.44,39.742454
J171414.71+650626.2,0.078729,-14.13,41.05246500000001
J005312.69-084809.7,0.07875499999999999,-15.21,39.972768
J223748.25-075116.5,0.07877,-14.9,40.282942
J160451.31+335045.4,0.07890599999999999,-14.15,41.034522
J125241.40+531934.1,0.078908,-15.12,40.064545
J122912.86+004903.7,0.078916,-14.71,40.474638
J141755.55+431155.9,0.078983,-14.03,41.15541500000001
J095848.67+025243.3,0.07899500000000001,-15.14,40.045555
J082536.48+081133.0,0.079028,-14.77,40.415937
J134348.18+041333.4,0.07904299999999999,-14.8,40.386111
J004508.65+152542.1,0.079125,-14.22,40.967061
J130304.99+664255.2,0.079161,-14.67,40.517478
J144108.70+351958.8,0.079163,-14.38,40.807501
J112309.17+433134.8,0.07917300000000001,-14.35,40.837616
J111443.65+525834.3,0.079212,-14.58,40.608068
J151356.89+481012.1,0.079247,-14.78,40.408472
J151134.56+324726.3,0.07936,-14.36,40.82977800000001
J144844.30+410649.2,0.079416,-14.62,40.570424
J111031.61+022043.3,0.07950700000000001,-14.64,40.551473
J144819.37+443232.8,0.079547,-13.89,41.301934
J144659.16+412218.2,0.079666,-14.78,40.413304
J101148.35+505000.5,0.07967,-15.24,39.95335
J133346.22+114705.2,0.079689,-15.62,39.573568
J102530.46+462808.6,0.07975800000000001,-14.64,40.554362
J225550.22+125055.0,0.079764,-14.86,40.334431
J144000.77+353729.5,0.079792,-15.52,39.67475200000001
J124451.48+002320.5,0.079796,-14.36,40.834798
J083627.34+281208.3,0.079808,-14.19,41.004936
J121719.60+040006.5,0.079824,-14.53,40.66512
J115718.32+604719.3,0.07986900000000001,-15.78,39.415636
J162614.13+264250.2,0.079919,-14.82,40.37621
J172643.84+600238.8,0.079932,-14.54,40.656359
J151302.86+041831.4,0.079932,-15.44,39.756359
J081345.89+381049.7,0.07996,-14.39,40.80668
J113711.45+123951.5,0.079966,-15.64,39.556748
J140907.31+360028.3,0.08001699999999999,-15.37,39.827333
J094643.57+565332.5,0.080154,-15.12,40.078901
J151056.97+041842.7,0.080178,-14.41,40.789175
J005355.06-105528.5,0.080182,-15.31,39.889221
J230417.32-081646.3,0.080208,-13.73,41.469518
J004404.98+154842.7,0.080215,-15.31,39.889598
J130702.89+563158.4,0.080224,-14.2,40.999701
J102837.18+630248.7,0.08025399999999999,-13.94,41.260044
J120648.30+065912.2,0.080282,-13.81,41.390363
J115018.40+034602.8,0.080363,-14.98,40.221288
J121930.87+064334.4,0.08039500000000001,-14.32,40.881653
J133138.03+013151.7,0.080473,-13.94,41.262542
J003847.97+003457.4,0.08052899999999999,-14.25,40.95318
J144932.70+002236.3,0.08054299999999999,-14.24,40.96333900000001
J150935.12+480458.1,0.080546,-15.06,40.143373
J211646.34+110237.6,0.080564,-12.97,42.233578
J125640.18+660019.7,0.0806,-14.82,40.383988
J131543.68+554704.4,0.08062899999999999,-14.28,40.924317
J115832.62+104425.0,0.08066,-15.03,40.17467
J082100.74+424614.0,0.080803,-15.48,39.726294
J124035.82-002919.5,0.08090499999999999,-13.8,41.407451
J120208.21+545840.8,0.08091,-14.49,40.717507
J120349.20+020557.0,0.080941,-14.61,40.597859
J121038.52+425046.9,0.08105,-14.59,40.619093
J114008.72+030711.4,0.081086,-14.91,40.2995
J073956.26+280144.1,0.081193,-14.9,40.31071
J234143.38-005518.7,0.081312,-14.3,40.912053
J075352.74+264900.5,0.081327,-14.44,40.772222
J091645.87+493531.2,0.08139400000000001,-14.76,40.452977
J114927.67+114915.9,0.081447,-15.03,40.183575
J001056.25-090109.9,0.081454,-14.7,40.51365300000001
J171210.64+295805.8,0.081485,-15.69,39.524002
J135436.30+051524.5,0.081528,-14.81,40.404486
J142630.67+390343.4,0.081627,-14.26,40.9556
J151928.18+333628.1,0.08162799999999999,-14.01,41.205611
J104330.05+512129.0,0.08165399999999999,-14.9,40.31590300000001
J165435.50+184959.5,0.081662,-15.04,40.175993
J141334.06+400908.9,0.081676,-14.73,40.48615
J172935.81+542940.0,0.08173899999999999,-14.59,40.626858
J074001.86+234013.8,0.081749,-15.27,39.94697
J015610.91+140934.2,0.081819,-14.39,40.827755
J082007.81+372839.7,0.081872,-14.6,40.618349
J131140.27-020422.2,0.081949,-13.74,41.479212
J131544.41-012607.6,0.081984,-15.01,40.209604
J125028.81+042208.6,0.081997,-15.04,40.179749
J223017.78-100618.2,0.082092,-14.98,40.240812
J132135.33-001305.8,0.08218099999999999,-14.0,41.221806
J222246.62-081943.9,0.082218,-13.74,41.482219
J151908.02+331414.3,0.082224,-14.82,40.402286
J100710.35+113146.1,0.082224,-14.63,40.592286
J144111.55-021235.2,0.082247,-14.29,40.932543
J081444.19+363640.1,0.082251,-14.5,40.722587
J014038.85+130104.2,0.082256,-14.97,40.252643
J124423.06-022858.0,0.082264,-14.14,41.082732
J102923.09+571954.1,0.08231000000000001,-14.92,40.303245
J144715.43+432916.3,0.082312,-15.0,40.223268
J232011.00+144815.2,0.082333,-14.9,40.32350200000001
J170953.69+295423.5,0.082351,-14.77,40.453702
J012755.94-103844.3,0.08240399999999999,-15.05,40.174293
J230322.02+131317.0,0.082552,-15.26,39.96594
J120449.71+510044.0,0.082615,-15.03,40.19664
J080820.76+361148.7,0.082629,-14.9,40.326796
J145702.25+023701.1,0.08265700000000001,-15.07,40.157107
J170244.13+330923.2,0.08266,-15.29,39.93714
J085115.67+545910.1,0.082734,-14.39,40.837961
J110216.26+405350.1,0.082749,-14.82,40.40812800000001
J121855.25+513232.5,0.082861,-13.66,41.569369
J135733.70+115141.8,0.082861,-14.64,40.589369
J131556.01+132011.8,0.082967,-14.92,40.310543
J162348.19+402958.9,0.083159,-13.88,41.352665
J122602.46+004640.1,0.083169,-14.47,40.762776
J140515.59+542458.0,0.083343,-15.07,40.164695
J161527.68+403153.7,0.083355,-14.55,40.684827
J224227.81-083104.8,0.083367,-14.57,40.664959
J124913.75+151510.5,0.083411,-15.02,40.215444
J124506.90-032157.0,0.08341699999999999,-13.37,41.86551
J120422.15-012203.3,0.083437,-14.12,41.11573
J111213.86+562758.4,0.083438,-15.04,40.195741
J140844.49+535128.4,0.083453,-15.05,40.185906
J130509.98-033209.3,0.083473,-13.89,41.346126
J123503.49+045530.6,0.083565,-14.3,40.937138
J124716.31+481239.8,0.083601,-14.47,40.767533
J092500.47+022222.2,0.083659,-14.46,40.77817
J131305.69-021039.3,0.083723,-13.89,41.348873
J094731.99-002940.9,0.08379199999999999,-15.41,39.829629
J123235.82+060310.0,0.083807,-14.24,40.999794
J090431.22+075330.9,0.083811,-14.79,40.449838
J214054.56+002538.2,0.083841,-13.98,41.260166
J101843.14+413516.2,0.083863,-14.46,40.780407
J145902.09+474302.4,0.083881,-14.01,41.230605
J113246.66+062624.4,0.083902,-14.17,41.070835
J020808.76+003058.9,0.08397,-14.65,40.591579
J153236.72-012212.4,0.08398,-14.19,41.051688
J111208.66+111309.0,0.083983,-14.81,40.431721
J130716.99+450645.3,0.084004,-14.91,40.331951
J131222.90+461906.1,0.084026,-15.4,39.842191
J165126.14+202259.6,0.084094,-14.43,40.81293400000001
J165514.21+201442.1,0.08416,-14.63,40.613655
J081740.12+271130.8,0.08421000000000001,-14.19,41.054201
J112037.38+081817.9,0.084323,-14.68,40.565433
J211438.54+111321.2,0.084377,-15.0,40.246021
J091823.00+355438.7,0.084392,-14.32,40.926184
J124622.70-015628.5,0.084409,-15.07,40.176369
J105135.10+452419.1,0.084427,-14.9,40.34656500000001
J100954.59+623047.6,0.084487,-14.22,41.027218
J134249.56+042632.3,0.084512,-14.76,40.48749
J125039.08+141241.0,0.084662,-13.87,41.37912
J130354.05-014541.7,0.08469700000000001,-14.86,40.389499
J015016.43+005701.9,0.084736,-14.51,40.739923
J160806.68+424057.8,0.084737,-14.62,40.629933
J085005.48+291107.0,0.084749,-14.95,40.300064
J090615.54+463619.0,0.084823,-14.54,40.710866
J001303.71+004749.0,0.084851,-15.3,39.951169
J115107.95+113138.8,0.084865,-14.83,40.421321
J084044.88+335737.0,0.084908,-14.71,40.541786
J101944.65+423446.0,0.084959,-14.8,40.452338
J113836.48+111857.4,0.084967,-15.15,40.102425
J131843.35-014340.0,0.08503,-14.44,40.813106
J080959.18+063153.7,0.08505800000000001,-15.2,40.053409
J033144.50-010516.7,0.085105,-14.57,40.683916
J102147.86+131228.2,0.085111,-14.18,41.073981
J132834.37-030744.8,0.08515199999999999,-13.91,41.344424
J105057.30+593214.4,0.08522300000000001,-13.79,41.46519
J022932.43-011207.6,0.085288,-14.39,40.865891
J232350.18-083946.5,0.085336,-15.29,39.966408
J143528.62+042750.9,0.085352,-14.56,40.69658
J120011.27+100135.6,0.08536,-13.59,41.666667
J164117.53+355931.3,0.085367,-15.83,39.426742
J093123.86+051345.2,0.085387,-14.34,40.916957
J094334.18+533440.4,0.085401,-14.12,41.13710800000001
J134524.70-025939.9,0.08540199999999999,-13.94,41.317119
J132224.67-031208.0,0.085522,-14.46,40.79841
J143223.64+041359.2,0.085522,-14.61,40.64841
J150321.02+030654.2,0.085525,-14.53,40.728442
J135944.07+045649.5,0.085623,-14.72,40.539495
J122220.34+521204.7,0.08564400000000001,-14.52,40.739721
J160344.45+264651.4,0.085673,-14.27,40.990032
J123944.23+120159.9,0.08571000000000001,-15.07,40.190429
J094745.15+072520.6,0.085829,-13.41,41.851705
J115946.94+412514.4,0.085865,-14.4,40.86209
J105733.52+565737.4,0.085879,-14.68,40.58224000000001
J103208.42-005614.4,0.086099,-14.15,41.114593
J085300.40+353829.3,0.086327,-14.64,40.627026
J125055.53-021345.3,0.08633500000000001,-14.99,40.277111
J131432.70+122718.5,0.086375,-14.29,40.977537
J134243.57+464224.0,0.086388,-14.12,41.147676
J131137.42-005734.3,0.086507,-14.93,40.338942
J033213.21+001546.6,0.086515,-14.63,40.639027
J084739.61+360444.4,0.086587,-14.89,40.379792
J084754.08+562033.6,0.086601,-14.26,41.009941
J151415.18+041203.1,0.086632,-15.15,40.12027
J212348.62+105348.3,0.08666,-14.4,40.870568
J132528.94+112007.8,0.086661,-15.11,40.160578
J085039.54+520726.3,0.086747,-15.62,39.651491
J102004.59+082741.7,0.086792,-15.23,40.041968
J213211.43-083238.2,0.086909,-14.43,40.843208
J091825.79+005058.4,0.086971,-13.91,41.363864
J101149.76+462901.3,0.087062,-14.88,40.394826
J084303.60+361011.2,0.087085,-15.89,39.385069
J153019.71+515514.8,0.087223,-14.93,40.346526
J222826.90-093346.1,0.087287,-14.48,40.797201
J095053.97+632145.7,0.087297,-15.62,39.657307
J131407.12+434634.3,0.08733400000000001,-13.63,41.647697
J102056.91+384405.5,0.08747200000000001,-14.45,40.82915
J092655.92+525618.3,0.087585,-14.99,40.290338
J124904.15-022235.9,0.087605,-14.38,40.900549
J115540.67+434840.3,0.087616,-13.88,41.400664
J125111.69-005758.1,0.087766,-14.75,40.532239
J112718.75+585025.1,0.08781,-14.39,40.8927
J073038.93+384844.3,0.087813,-14.52,40.762732
J080045.24+295143.8,0.08807000000000001,-14.72,40.565422
J033207.10-053753.7,0.088122,-14.29,40.995966
J150648.86+341306.8,0.088156,-14.92,40.366321
J161153.13+530427.1,0.08819,-14.74,40.546676
J073703.29+424414.7,0.08819199999999999,-14.0,41.286697
J115314.85+120620.3,0.08820399999999999,-15.09,40.196822
J214559.99+111326.0,0.088245,-13.78,41.50725
J155024.06+281116.8,0.088264,-13.81,41.477448
J160958.52+460950.2,0.088272,-14.58,40.707532
J103618.51+115854.6,0.088287,-15.23,40.057688
J101638.20+132937.4,0.088292,-14.95,40.337741
J104913.80+044040.0,0.088375,-15.06,40.228606
J040348.27-054535.2,0.0885,-13.61,41.67990800000001
J124859.92-010935.5,0.088702,-13.5,41.792007
J002155.11-104315.7,0.088874,-14.64,40.653792
J233424.10-005324.7,0.08900000000000001,-14.38,40.915097
J112202.23+534253.6,0.08909299999999999,-15.57,39.726059
J122844.82+654234.6,0.08914,-15.25,40.046545
J003646.45+145936.9,0.08921,-14.61,40.687268
J002848.78+145216.3,0.089277,-14.48,40.81796
J085504.17+525248.3,0.089349,-14.48,40.818703
J160114.63+310527.3,0.08938099999999999,-14.07,41.229033
J124118.50+672824.7,0.089399,-14.89,40.409218
J124324.22+010028.1,0.089556,-14.7,40.600835
J000614.36-010847.2,0.08959500000000001,-14.64,40.661236
J230818.89-091811.5,0.089627,-14.44,40.861565
J083225.23+304608.4,0.089738,-14.64,40.662706
J142851.97-013238.1,0.08978799999999999,-14.64,40.663219
J124118.73+010040.1,0.089885,-15.03,40.27421500000001
J120415.96+560258.0,0.08999700000000001,-14.04,41.265362
