name,ra,dec,z,lum_oiii,petro_abs_mag,central,gz2id
J120130.22+002429.3,180.37592,0.408131,0.062130999999999985,40.186729,-20.5817432,1,55195
J105938.92+455329.7,164.91218,45.891585,0.062132000000000014,40.326743,-20.891765600000006,1,32675
J123152.06+450443.1,187.96691,45.078647,0.062201,40.68775,-21.1178455,1,23024
J154154.83+030506.2,235.47844,3.085055,0.062396000000000014,41.050588,-20.0426044,1,115698
J134302.66+445018.6,205.76107,44.838503,0.062398,40.980616999999995,-21.1680584,1,21755
J133633.55+444330.6,204.13981,44.725178,0.062424,40.450995000000006,-19.6778393,1,192842
J080559.52+440106.6,121.49802,44.018501,0.062463,40.821562,-20.0985737,1,96360
J102209.60+482113.8,155.54001,48.353829,0.062532,40.98256272156561,-19.8156414,0,158482
J110039.66+085927.1,165.16523,8.990852,0.062553,40.18286733626517,-20.031271,0,103430
J135345.93+395101.6,208.44138,39.850448,0.06264700000000001,40.61423,-20.7828369,1,43526
J160714.40+331909.1,241.81001,33.319197,0.06275499999999999,40.195792,-21.942239800000007,1,8084
J090837.08+305927.3,137.1545,30.990904,0.062841,40.677034264784254,-20.6279812,0,54351
J104842.45+413302.3,162.17688,41.550649,0.06294,39.988462393310016,-20.1090279,0,97105
J114344.30+594112.4,175.9346,59.686779,0.06298200000000001,40.52906763848982,-20.5709133,0,58542
J120556.01+495956.2,181.48339,49.998945,0.063091,41.630637,-21.0771103,1,29407
J103833.43+465806.8,159.63929,46.968545,0.06314299999999999,41.041384,-19.9552193,1,137657
J115205.89-033015.9,178.02453,-3.5044190000000004,0.063165,41.3117,-20.723163600000003,1,48709
J102649.96+402128.9,156.70816000000005,40.358036,0.063172,39.811801,-19.8993721,1,145099
J102554.67+471424.6,156.47778,47.240154,0.063173,40.431815,-20.0202713,1,124768
J100911.55+024451.4,152.29813,2.7476,0.063185,39.851988,-20.101810500000006,1,102608
J151652.47+395413.4,229.21862,39.903729,0.063238,40.562748,-20.711374300000006,1,48647
J170626.70+232410.0,256.61124,23.402767,0.063286,39.723437,-20.3670444,1,78912
J074424.48+332034.7,116.10202,33.342982,0.063334,39.984125,-20.067873,1,118830
J161046.82+522806.1,242.6951,52.468361,0.063354,40.38441159450542,-19.716444,0,188601
J081534.63+351710.8,123.89431,35.286344,0.06341000000000001,40.595213,-20.1605549,1,106190
J214451.71+002826.9,326.2154700000001,0.474149,0.063438,40.495614,-19.842571300000003,1,146178
J121828.57+533137.0,184.61905,53.526953000000006,0.063473,40.046114,-20.1874695,1,88759
J083107.63+052106.0,127.78179,5.351653,0.06352200000000001,40.766815,-20.043287300000006,1,118411
J083716.47+035606.1,129.31863,3.935019,0.063551,39.667229,-20.0188103,1,108800
J121714.42+042856.9,184.3101,4.482476,0.063635,40.108428,-19.909586,1,149357
J105424.29+454130.5,163.60121999999996,45.691806,0.063651,39.788656,-19.7870617,1,155108
J084257.46+030841.5,130.73941000000002,3.144853,0.063679,40.64905499999999,-19.7325439,1,200632
J122811.42+095126.8,187.0476,9.857433,0.063864,40.721688,-20.6924858,1,50942
J140221.27+392212.4,210.58863,39.370114,0.06386599999999999,39.921717,-20.1258144,1,100180
J084927.37+324852.8,132.36405,32.814676,0.063889,40.952044,-20.5788784,1,61246
J133743.34+451742.9,204.4306,45.29526,0.063957,40.053009,-21.3856773,1,17326
J155922.19+270338.9,239.84246,27.06081,0.064122,40.715348,-20.7242756,1,50461
J134738.24+474301.9,206.90932,47.717205,0.064149,40.81573049780181,-20.2149639,0,91572
J115537.99-004614.2,178.90828,-0.770612,0.064261,40.947315,-21.3686123,1,21514
J131926.53+105611.0,199.86053,10.936378,0.06432,40.848147679940084,-19.863966,0,165980
J103244.21+391322.8,158.1842,39.222992,0.064404,40.969333,-20.021368,1,133793
J085152.63+522833.0,132.96928,52.47582,0.064454,40.410038,-20.600254100000004,1,53394
J120330.23+123140.9,180.87596,12.528025,0.06458799999999999,39.941924,-20.4496098,1,77017
J082320.69+074020.2,125.83619,7.672273,0.064604,40.052149,-21.0415039,1,30219
J153333.16+321813.5,233.38816,32.303740999999995,0.064748,40.08417100000001,-20.8084679,1,40558
J120658.15+474327.4,181.74229,47.724287,0.06491,39.78644,-20.8797321,1,38839
J154823.45+360553.9,237.09772,36.098307,0.065013,40.797881,-20.4914074,1,72493
J110138.80+012448.8,165.41165,1.413568,0.06505599999999999,40.298481,-20.8785362,1,38661
J074529.51+231602.6,116.37294,23.267386,0.065217,41.080727,-20.7781582,1,51032
J095941.36+491529.5,149.92235,49.258208,0.065273,41.041507,-20.737854,1,50753
J084556.67+340936.2,131.48613,34.160063,0.065513,40.60484100000001,-21.1416626,1,30888
J154240.64+350716.5,235.66934,35.121257,0.065538,40.81518799999999,-21.1561794,1,25979
J171550.50+593548.8,258.9604,59.596878,0.065727,40.627805,-20.9762135,1,33957
J152209.56+451124.1,230.53983,45.190039,0.065732,40.587874,-20.8259354,1,42679
J103052.56+040620.4,157.719,4.105657,0.06577999999999999,40.018536985542376,-20.6837845,0,57568
J172533.07+571645.6,261.3878,57.279323,0.065843,41.019407,-19.9775829,1,152622
J121600.04+124114.3,184.00018,12.687309,0.066148,40.713608,-22.538587600000003,1,6237
J093512.66+121424.2,143.80274,12.240054,0.06621,39.77446,-19.9747009,1,144495
J092057.73+565509.8,140.24056000000002,56.91938199999999,0.06654199999999999,39.899007,-20.0456295,1,122792
J105644.96+105455.7,164.18735,10.915469,0.066563,40.43929399999999,-19.8910904,1,168553
J083227.85+270215.0,128.11605,27.037492,0.066583,41.069567,-20.0834408,1,134880
J124638.73+513455.9,191.66137,51.5822,0.066815,40.50273,-19.6392498,1,240019
J132709.68-013118.4,201.79032,-1.521779,0.066822,40.932825,-21.0702248,1,31472
J080752.27+383211.0,121.9678,38.536388,0.066853,40.603246999999996,-21.243127800000003,1,27699
J124612.11+410811.9,191.55045,41.136645,0.06690700000000001,41.203981,-20.7699928,1,53876
J102124.88+012720.3,155.35366000000005,1.455647,0.066923,39.674199,-20.2039318,1,101726
J032048.20+005137.7,50.200826,0.8604729999999999,0.067001,40.745258,-20.840990100000006,1,50789
J003147.25-004359.4,7.946855,-0.733159,0.06702999999999999,40.085651999999996,-19.9256897,1,168563
J122141.17+130029.3,185.42156,13.00813,0.067065,40.176127,-19.7776642,1,202463
J103518.74+073406.2,158.8281,7.568389,0.067118,40.86684528652623,-20.093860600000006,0,136262
J102946.81+401913.7,157.44503,40.32046,0.06713200000000001,41.17703492345652,-20.519907,0,74933
J154351.50+363136.8,235.96459,36.526887,0.067228,41.40833420562672,-21.2072487,0,30702
J131804.32+411734.7,199.51801,41.292959,0.067392,40.140550545260055,-21.2075577,0,26696
J080545.95+504156.5,121.44147,50.699022,0.06740299999999999,41.080698999999996,-20.1722565,1,124737
J153923.52+360941.6,234.84801,36.161558,0.06755,40.392681,-21.054163,1,39466
J130030.38+010247.5,195.1266,1.046537,0.06757300000000001,39.832991,-20.2098904,1,104701
J105828.77+525929.1,164.61989,52.991426,0.067584,40.803139,-20.5974998,1,70431
J140519.73+025814.2,211.33219,2.970602,0.06780499999999999,40.666109999999996,-20.8221149,1,54019
J121157.48+055801.1,182.98952,5.966976,0.06782,41.006311,-20.585001,1,63210
J150224.73+452353.9,225.60303,45.398298,0.06796,40.158187,-20.3540592,1,88648
J114208.48+531526.0,175.53534,53.257225,0.067965,40.198254,-20.4827232,1,83671
J160020.79+371607.0,240.08663,37.268613,0.068085,40.979859999999995,-20.8746281,1,48966
J101514.28+412424.5,153.80948,41.406793,0.068094,40.56998,-19.86129,1,194297
J145229.63+383424.7,223.12347000000003,38.573532,0.06830499999999999,40.35279600000001,-20.475851100000003,1,86180
J232032.02+004759.2,350.13343,0.79978,0.068396,39.82400799999999,-20.1699734,1,135169
J081257.09+261117.1,123.23787,26.188088,0.06851900000000001,41.155643,-20.228054,1,121931
J154150.86+310037.2,235.46192,31.010342,0.068593,40.726626,-21.0013084,1,37073
J142732.21+343039.1,216.88422000000003,34.510863,0.068635,39.987183,-20.9116611,1,42427
J173107.87+620026.1,262.7828,62.00725,0.068687,41.077873,-20.5586643,1,68457
J031743.12+001936.8,49.429673,0.326901,0.068702,40.318071999999994,-19.9538174,1,181093
J140544.38+405116.8,211.43492,40.854676,0.068832,40.239793,-21.583601,1,14734
J155415.95+515919.0,238.56644,51.988617,0.068944,39.561273,-20.1441402,1,139383
J115333.22+095408.4,178.38843,9.902325,0.06899,41.201879999999996,-20.3448925,1,106608
J165408.16+392533.4,253.53399,39.425932,0.069253,40.745345188974504,-20.6204834,0,63051
J101646.04+060718.5,154.19182,6.121793,0.06930599999999999,40.506042,-19.7360992,1,234168
J165612.00+422553.6,254.05,42.431561,0.069314,40.856147,-20.754715,1,59371
J092205.25+000903.3,140.52187,0.150922,0.06933099999999999,40.48637100000001,-20.2422657,1,121418
J133956.94+591209.4,204.98724,59.202614,0.069367,40.636843,-20.6446877,1,61616
J105115.42+054824.6,162.81427,5.8068290000000005,0.069471,40.848208,-19.8595657,1,202540
J161301.63+371714.9,243.25681,37.287468,0.06955800000000001,41.26934800000001,-22.1759109,1,7990
J101238.52+101719.3,153.1605,10.288681,0.069654,41.460604,-20.7565956,1,63417
J160419.59+525818.7,241.08162,52.971863,0.06970900000000001,39.911322999999996,-19.9804611,1,175897
J103759.26+615311.0,159.49691,61.886377,0.069726,39.771546,-21.0337162,1,37492
J001741.75+000752.4,4.42396,0.131217,0.06979500000000001,41.062447,-20.5097656,1,80639
J141312.68-004508.0,213.30285,-0.752221,0.06981799999999999,40.302747,-20.9734192,1,41357
J125616.53+480454.8,194.06886,48.081882,0.069938,41.074311,-21.4407864,1,24302
J160505.22+380838.2,241.27173,38.14395,0.070059,39.505886,-20.4072132,1,100759
J112455.86+080615.3,171.23276,8.104252,0.070073,40.656068,-20.8754787,1,47378
J081529.27+324139.8,123.87194,32.694377,0.070132,40.346835,-21.2092419,1,29455
J164552.20+442614.9,251.4675,44.437462,0.07016499999999999,40.177264,-21.2734509,1,26951
J142004.29+470716.8,215.01789,47.121336,0.070199,41.05770515891754,-21.2710228,0,30880
J075751.20+345921.8,119.46333,34.989384,0.070266,41.068575,-20.8977814,1,55509
J090624.60+005756.0,136.60252,0.965564,0.070361,40.089806,-19.7886696,1,232164
J113938.85+572910.5,174.91188,57.486262,0.070373,39.909960999999996,-21.2351036,1,28992
J211307.21+005108.5,318.28005,0.852358,0.07038,40.760052,-20.4588413,1,85183
J162445.71+393949.6,246.19044,39.663772,0.070392,41.320207,-20.353302,1,113288
J153043.08-002259.2,232.6795,-0.383105,0.070508,40.81170800000001,-20.77281,1,64656
J100151.41+490859.8,150.4642,49.149945,0.070534,40.392044,-19.882925,1,182684
J155140.52+085226.1,237.91882,8.87393,0.07054400000000001,40.372173,-20.7194672,1,68853
J123639.79+040758.5,189.16578,4.13291,0.070559,40.662366999999996,-20.9402027,1,50379
J130803.04+035114.6,197.01267,3.854051,0.070642,41.093439000000004,-20.4885368,1,93326
J130258.83+052753.1,195.74512,5.464757,0.070662,39.96369683433295,-19.7819443,0,211031
J131130.88+011106.4,197.87865,1.185108,0.07067999999999999,40.78392881981222,-19.7847595,0,234049
J111350.05+550338.6,168.45854,55.06072800000001,0.070738,39.954677000000004,-20.2812462,1,106479
J150355.34+320154.9,225.9806,32.031912,0.07077699999999999,39.755179,-19.8147831,1,198169
J163523.44+263046.5,248.84767,26.512928,0.070837,40.73595118869229,-20.5130386,0,90430
J121629.91+084253.3,184.12463,8.714799000000001,0.070869,41.086363,-20.2156239,1,144791
J143457.18+403951.8,218.73826,40.66438400000001,0.070912,39.866915999999996,-20.4638309,1,95855
J010409.16+000843.7,16.038167,0.145477,0.070925,40.477083,-20.0582924,1,169291
J120049.31+431418.1,180.20544,43.238357,0.071014,40.728226495945094,-20.437919600000004,0,103071
J113638.38+424553.0,174.15992,42.764722,0.071062,40.318843,-19.9229679,1,200277
J131136.36+580801.6,197.9015,58.133769,0.071088,40.699176,-20.0420952,1,148794
J112714.10+442103.2,171.80873,44.350887,0.071269,40.911495,-21.377164800000006,1,24782
J114003.40+411503.5,175.01415,41.250982,0.07132100000000001,40.98216,-21.7189655,1,17611
J104925.88+575421.6,162.35785,57.905997,0.071344,40.47245405103919,-20.4552364,0,100504
J131549.17+124936.3,198.95489,12.826739,0.071376,40.572863,-20.9727879,1,48999
J133848.18+602643.9,204.70076,60.44553199999999,0.071399,40.603156,-21.5200367,1,20916
J104058.80+581703.4,160.24499,58.28426500000001,0.07145499999999999,41.55387147509687,-19.8479004,0,226868
J135929.57+585943.6,209.8732,58.995457,0.071493,40.394356,-21.0044098,1,43286
J084548.20+292055.2,131.45082,29.348656,0.071496,40.71439459932789,-20.7748699,0,65090
J135726.92+442315.0,209.36217,44.387499,0.07152599999999999,40.32477700000001,-20.636137,1,80297
J162930.02+420703.3,247.37507,42.117572,0.071698,40.366968,-20.1150913,1,155556
J124307.03+421231.1,190.77928,42.208636,0.071703,40.877031,-20.3670254,1,101101
J163346.51+265021.7,248.4438,26.839368,0.071805,39.87832812560063,-20.3317852,0,119153
J100742.52+425207.3,151.92716,42.868684,0.07182000000000001,40.438518,-20.7543182,1,68554
J104332.88+010108.8,160.88701,1.01911,0.07184,41.01877241205293,-21.0027542,0,42852
J090018.98+075014.5,135.07907,7.837372999999999,0.071865,41.24909,-20.3571568,1,117380
J074947.16+365300.5,117.44648,36.883478,0.071935,40.589978,-19.8639088,1,199054
J104733.94+014140.3,161.8914,1.694522,0.07207899999999999,40.19180200000001,-20.3845291,1,103095
J151024.93+005844.0,227.60386,0.978888,0.072153,41.182738,-20.5061016,1,92310
J163152.23+345328.7,247.96763,34.891316,0.072234,40.363762,-21.0714207,1,40118
J131618.84+021407.5,199.07852,2.235424,0.072272,40.324242,-19.9042053,1,218652
J225331.40+004825.5,343.38084,0.807085,0.07227599999999999,41.544292,-20.147665,1,142074
J170859.13+215308.1,257.24638,21.885585,0.07229,41.07446870076789,-21.0503178,0,44549
J082325.92+065106.5,125.85798,6.8517990000000015,0.072483,40.186902,-20.3083706,1,114003
J001903.17+000659.2,4.763209,0.116458,0.072546,40.617694,-20.820591,1,54863
J111407.35-000031.0,168.53063999999995,-0.008605,0.072649,40.6889894133573,-20.803524,0,59305
J110756.55+474434.8,166.98561,47.743007,0.072659,41.12911500000001,-20.88311,1,61785
J153446.63+423536.8,233.6943,42.59356,0.07270399999999999,40.99968,-20.4915657,1,103390
J105439.32+475144.2,163.66383000000005,47.862281,0.072723,40.819918,-21.9650192,1,11369
J153830.78+444038.6,234.62826,44.677379,0.07277,40.42050760154819,-20.1759605,0,155664
J111654.18+491006.2,169.22576999999995,49.1684,0.072785,40.82069600000001,-20.5621223,1,82015
J111545.35+411806.2,168.93894,41.301735,0.072888,40.051986919322886,-20.1637306,0,155921
J132741.73+585941.6,201.92387,58.994882,0.072964,40.372938,-20.2026978,1,147689
J074646.21+402302.2,116.69256,40.383942,0.073153,40.825299,-20.3596382,1,111219
J104348.48+581147.6,160.95199,58.196551,0.07316900000000001,40.795499,-20.3419113,1,125742
J093134.25+003028.3,142.89272,0.5078520000000001,0.073186,40.12571114063043,-21.006752,0,45210
J073631.83+383058.4,114.13261,38.516217,0.073296,39.88708199999999,-19.9355049,1,191839
J135159.15+025034.0,207.99647,2.842776,0.073353,40.397791999999995,-19.9343204,1,216447
J131451.53+421819.3,198.71469,42.305367,0.073375,40.858065,-20.7960453,1,70011
J110503.60+074531.0,166.26501000000005,7.758622,0.073385,40.97819000000001,-19.8527832,1,238344
J153810.05+573613.1,234.54188,57.603646,0.073424,40.348675,-21.6787624,1,18043
J112904.01+061140.0,172.26668999999995,6.194453,0.073449,41.518986,-20.2324104,1,149371
J082819.11+504131.8,127.07964,50.692162,0.07345800000000001,40.37909787234885,-20.3347149,0,124357
J144518.75+553852.0,221.32811,55.64778100000001,0.073477,40.519334,-20.8928337,1,52803
J100143.47+611946.1,150.43113,61.329467,0.073502,40.56964450958645,-19.9370079,0,218408
J151334.47+503128.6,228.39363,50.524608,0.073571,40.270501,-19.9910526,1,201874
J131711.86+404308.9,199.29942,40.719127,0.07361000000000001,40.790985,-20.6884651,1,70649
J143710.45+565353.8,219.29354,56.89829,0.07363099999999999,41.061245,-20.2007828,1,155451
J154954.45+085140.7,237.47687,8.861303999999997,0.073685,40.40191481244199,-20.706955,0,71168
J134351.07+000434.8,205.96278,0.07633200000000001,0.073693,40.96201400000001,-20.1078415,1,174677
J080151.99+295028.3,120.46663999999998,29.841199,0.07372000000000001,41.052349,-20.8899002,1,53865
J080546.97+260533.0,121.44572,26.092494,0.073785,41.183153000000004,-20.6106129,1,91952
J115746.11+412637.7,179.44214,41.44380200000001,0.073787,40.163178,-20.789608,1,69835
J072908.72+400836.7,112.28633,40.143515,0.07385800000000001,41.254056,-20.6969509,1,79356
J123804.92+580942.5,189.52048,58.161817000000006,0.07388,40.55432800000001,-20.2689228,1,140270
J094757.26+414853.5,146.9886,41.814863,0.073916,40.40477287612669,-20.5067616,0,103762
J020823.80-002000.7,32.099174,-0.33352600000000004,0.073922,41.394847,-20.0537167,1,195915
J095227.79+014121.4,148.1158,1.68928,0.073933,40.864983,-21.8368797,1,16712
J075709.33+423616.4,119.28888,42.60455,0.073979,39.605551000000006,-20.2539654,1,128422
J114836.39+051608.5,177.15164,5.2690410000000005,0.07398099999999999,41.365575708517746,-20.3470764,0,132355
J154012.91+560946.5,235.05378,56.162922,0.073996,41.595760999999996,-20.879549,1,56098
J100839.19+424948.1,152.16328,42.830022,0.074314,39.97967801668231,-20.468874,0,99185
J080203.02+435940.3,120.5126,43.994517,0.074398,39.610710185043416,-19.969265,0,213829
J113111.94+100231.3,172.79976000000005,10.042035,0.074401,40.250747,-20.6614361,1,75724
J102257.78+022542.2,155.74074,2.428384,0.074406,40.910808,-19.817625,1,192082
J112555.86+073107.8,171.48273,7.518842999999999,0.074487,40.681802340150284,-20.2553482,0,130407
J132201.78-001814.3,200.5074,-0.303985,0.074533,40.48236645427498,-20.385107,0,123561
J112719.50+041157.2,171.83123,4.1992150000000015,0.07457899999999999,40.082930000000005,-20.8403969,1,67732
J085933.16+063624.6,134.88817,6.6068240000000005,0.07470299999999999,40.704448,-20.5670452,1,99579
J122349.64+072657.9,185.95683,7.44941,0.074741,39.904912566565514,-20.6248608,0,79316
J094554.41+423840.0,146.47669,42.644437,0.074748,40.90499811752207,-21.3677826,0,33560
J142925.07+451831.8,217.35447,45.308823,0.074752,41.425047,-20.737009,1,79045
J150752.53+515111.1,226.96886,51.853072,0.074785,40.85545,-20.385437,1,125498
J110241.46+420652.0,165.67277,42.114442,0.074907,40.71694,-20.8581257,1,67908
J141635.20+552853.6,214.14668,55.481564,0.07493,40.007220000000004,-20.531086,1,92546
J091917.89+050952.9,139.82453999999998,5.164701999999999,0.074947,40.157427999999996,-21.1103764,1,42756
J162903.60+361924.5,247.26499,36.323459,0.075067,41.14889,-19.9251614,1,235628
J094214.58+595940.3,145.56073,59.994533,0.07509400000000001,40.359218,-20.6312733,1,96588
J135910.91+531933.8,209.79546,53.326054000000006,0.075112,40.549437,-20.4140434,1,127059
J111154.38+062625.9,167.9766,6.440534,0.075125,39.979596,-20.6693859,1,77527
J145121.06+012805.7,222.83777,1.468243,0.075133,40.559692999999996,-19.9973602,1,216789
J140037.13+622132.9,210.15469,62.359127,0.075181,41.13027659974473,-20.9213924,0,67012
J121558.83+012153.2,183.99514,1.364774,0.075196,39.84045900000001,-20.4229412,1,107498
J111614.66+061736.1,169.06108999999995,6.293351,0.07535700000000001,40.102414,-20.5859852,1,99463
J235833.21+003453.6,359.63837,0.581557,0.07559,40.015236,-19.951147100000004,1,202346
J140458.18-013214.7,211.24243,-1.537425,0.075627,40.165683,-20.3273773,1,124156
J160603.99+480701.8,241.51662,48.117162,0.07565,39.985961,-20.7204323,1,82636
J085649.62+355459.6,134.20677,35.916544,0.075663,40.736118000000005,-21.041832,1,47639
J112238.54+010335.4,170.66058999999996,1.059843,0.075663,40.076118,-20.5702477,0,101516
J074145.48+314758.6,115.43951,31.799611,0.075675,40.906263,-20.6212254,1,85336
J074659.82+440728.8,116.74924,44.124668,0.07581399999999999,40.407940999999994,-20.8253613,1,63745
J115858.89+004632.4,179.74538,0.775672,0.075927,39.719303000000004,-20.4363537,1,109092
J090821.74+522103.0,137.09058000000002,52.350847,0.07593,40.369339000000004,-20.2716732,1,155630
J144941.76+474748.4,222.424,47.79679,0.075935,41.219398999999996,-20.6410675,1,94322
J084503.43+361735.8,131.2643,36.293266,0.075948,41.579556,-20.5288219,1,105313
J134227.85+410539.0,205.61606,41.094173,0.076142,40.471888,-19.9440174,1,235718
J083552.35+295716.0,128.96813999999998,29.954444,0.076149,41.441972,-21.1861038,1,46526
J094411.95+502656.6,146.0498,50.449063,0.076193,40.472501,-21.0423832,1,47646
J101150.31+062743.4,152.95963,6.462053,0.076228,40.812921,-20.8070641,1,75369
J140829.22+623455.3,212.12176,62.58201700000001,0.076305,41.013844,-20.3076935,1,148816
J130051.78+624742.9,195.21574,62.795245,0.076564,40.316942999999995,-20.685930300000006,1,89989
J132340.31-012749.2,200.91797,-1.463671,0.076685,40.928388,-20.9156723,1,65812
J133454.88+593532.9,203.72867,59.592483,0.076706,39.85863838372563,-20.3018284,0,151440
J103915.70-003917.0,159.81541,-0.654716,0.076788,41.239616,-20.8789616,1,72303
J153242.80-012825.7,233.17833,-1.473818,0.076846,40.240306,-20.5278111,1,113803
J134448.68+402631.0,206.20285,40.441933,0.076902,39.970972496767146,-19.9971046,0,197746
J155145.47+385737.4,237.93946,38.960382,0.076905,39.521008,-20.3060303,1,133929
J154829.65+465930.6,237.12355,46.991821,0.07691,40.421068,-20.3955479,1,119383
J075456.75+355627.7,118.73645,35.941037,0.076914,39.911116,-21.1591244,1,47399
J152043.22+304122.6,230.1801,30.689623,0.076933,40.81134142210629,-20.9177055,0,69282
J115901.01-003243.6,179.7542,-0.545437,0.07699199999999999,40.192043,-20.0507412,1,186451
J100450.33+095306.8,151.20969,9.885219,0.07707,40.512969,-21.0818272,1,46767
J142346.68+632926.0,215.94451,63.49055300000001,0.07708999999999999,41.183206999999996,-19.8866386,1,233000
J083019.67+084725.1,127.58194,8.790307,0.077106,39.853396999999994,-20.4779663,1,149966
J153241.20+331904.6,233.17166,33.317946,0.07712100000000001,40.363575,-21.2805843,1,42682
J102233.70+582704.9,155.64042,58.451357,0.07713500000000001,40.253741000000005,-20.319355,1,149597
J155136.51+380155.0,237.90214,38.031931,0.077146,40.06387149857221,-20.1470261,0,185949
J170328.97+614110.0,255.87069,61.686103,0.077172,41.264179999999996,-21.1938934,1,48428
J081835.73+285022.5,124.64888,28.839579,0.07724,40.624984999999995,-20.4477978,1,128284
J115228.30+050044.7,178.11791000000005,5.012424,0.07735,39.90628810929061,-20.1172085,0,196692
J225717.41-005810.8,344.32255,-0.969656,0.077407,40.256962,-20.1661587,1,161972
J133248.60+442452.7,203.20248,44.414642,0.07743799999999999,39.94732800000001,-20.8994579,1,62684
J120332.94+022934.7,180.88727,2.492961,0.077487,41.497907,-21.786951100000003,1,21215
J120130.37+011138.7,180.37656,1.194074,0.077675,40.760125,-20.838768,1,78443
J085135.62+044125.3,132.89841,4.690365,0.077692,40.590325390995034,-20.5436993,0,113924
J103451.34+051450.9,158.71392,5.247486,0.077734,40.14082,-20.2289639,1,171151
J092204.65+490740.1,140.51939,49.127799,0.077847,40.88215,-21.399702100000006,1,31876
J092613.80+065056.5,141.55751999999995,6.849015,0.077999,41.463935,-20.5091572,1,110486
J101246.60+061604.7,153.19415,6.267974,0.078137,40.435553999999996,-20.6081676,1,108393
J205345.89-000951.8,313.44119,-0.164384,0.078173,40.78597569307696,-20.1945,0,186385
J121500.76+050051.3,183.75316,5.0142370000000005,0.078189,41.76616296624471,-20.3902283,0,142730
J084735.80+034158.8,131.89916000000002,3.699668,0.078249,40.216864951441494,-20.1167583,0,151644
J152515.18+601409.1,231.31327,60.23586,0.078318,41.217672,-21.0131493,1,54590
J115601.13+001237.9,179.00472,0.210535,0.078319,40.157684,-20.9874229,1,55891
J150758.52-015100.2,226.99382000000003,-1.850046,0.078329,39.767801000000006,-20.4864864,1,111608
J115142.92-024251.3,177.92883,-2.714252,0.078338,40.007906148982116,-20.3654537,0,129797
J092721.42+060957.7,141.83923,6.166039,0.07837899999999999,40.958385,-21.0200691,1,63513
J105212.75+431708.6,163.05311,43.285721,0.078485,40.459623,-20.7507439,1,91676
J113808.02+674712.5,174.53343,67.786801,0.078573,40.640648999999996,-20.2773018,1,147790
J102143.30+011428.4,155.43043,1.241221,0.078622,41.25122,-20.9125023,1,71129
J111520.77+404325.8,168.83653,40.723829,0.078649,40.87153376281794,-20.3915787,0,145583
J101234.43+062015.0,153.14345,6.337488,0.078662,40.841685999999996,-21.0306358,1,61309
J154238.05+400758.8,235.65854,40.132992,0.078669,39.551767,-21.0770969,1,51078
J135454.97+395129.2,208.72904,39.858124,0.078685,39.66195300000001,-21.0999737,1,56147
J153545.67+422024.5,233.94029,42.340134,0.07872799999999999,39.742453999999995,-21.1540604,1,52951
J171414.71+650626.2,258.5613,65.107289,0.078729,41.05246500000001,-20.9623623,1,60724
J160451.31+335045.4,241.21379,33.845949,0.07890599999999999,41.034521999999996,-20.5438862,1,121969
J115339.80+524243.0,178.41585,52.71194200000001,0.078909,40.38455662554456,-20.8277035,0,82078
J122912.86+004903.7,187.30359,0.8176939999999999,0.078916,40.474638,-21.4850693,1,29373
J095848.67+025243.3,149.70278000000005,2.878682,0.07899500000000001,40.045555,-20.1084061,1,181777
J134348.18+041333.4,205.95075,4.225947,0.07904299999999999,40.386111,-20.0736465,1,198148
J130304.99+664255.2,195.77081,66.715331,0.079161,40.517478000000004,-20.0941753,1,196791
J144108.70+351958.8,220.28623,35.333008,0.079163,40.807501,-20.3158855,1,146291
J111443.65+525834.3,168.68188999999995,52.976186,0.079212,40.608067999999996,-20.408817300000006,1,146315
J151356.89+481012.1,228.48705,48.17003,0.079247,40.408471999999996,-20.706728,1,98377
J151134.56+324726.3,227.89401,32.790638,0.07936,40.82977800000001,-20.7213554,1,103281
J144844.30+410649.2,222.18457,41.113666,0.079416,40.570423999999996,-21.2923908,1,44604
J144819.37+443232.8,222.08069,44.542434,0.079547,41.301934,-21.688215300000003,1,25799
J144659.16+412218.2,221.74649,41.371721,0.079666,40.413304,-21.1114235,1,56818
J101148.35+505000.5,152.95146,50.83348,0.07967,39.95335,-21.2279587,1,49094
J073714.28+292634.2,114.3095,29.442843,0.079699,40.47368311744636,-20.7027588,0,88223
J102530.46+462808.6,156.3769,46.469042,0.07975800000000001,40.554362,-20.8690319,1,70774
J144000.77+353729.5,220.00321,35.624858,0.079792,39.67475200000001,-20.4156399,1,146457
J124451.48+002320.5,191.2145,0.389032,0.079796,40.834798,-20.1489811,1,209027
J111948.06+514324.2,169.95027,51.723398,0.079807,39.73492450083738,-20.0065193,0,219991
J083627.34+281208.3,129.11393,28.202306,0.079808,41.004936,-20.0826931,1,229119
J172643.84+600238.8,261.68268,60.044113,0.079932,40.656359,-20.181434600000006,1,200319
J151302.86+041831.4,228.26191,4.308733,0.079932,39.756359,-20.5324001,1,125030
J081345.89+381049.7,123.44122,38.180467,0.07996,40.80668,-20.6794643,1,90399
J113711.45+123951.5,174.2977,12.664298,0.079966,39.556748,-20.5923023,1,103898
J140907.31+360028.3,212.28046,36.00787000000001,0.08001699999999999,39.827333,-21.3717937,1,41104
J151056.97+041842.7,227.73739,4.3118620000000005,0.080178,40.789175,-20.1483841,1,212815
J130702.89+563158.4,196.76205,56.53289300000001,0.080224,40.999701,-21.8755512,1,17887
J102837.18+630248.7,157.15493,63.046863,0.08025399999999999,41.260044,-20.7291546,1,97842
