name,ra,dec,z,lum_oiii,petro_abs_mag,petro_app_mag,central,gz2id,gz2class
J121754.98+583935.7,184.47907,58.659912,0.023253,40.328483,-19.388433499999998,14.866531118860802,1,12863.0,Ei
J080740.99+390015.3,121.92081,39.004246,0.023496,40.627671,-20.405756,13.872178404969366,1,3098.0,Sb2l
J122324.14+024044.4,185.85057,2.679011,0.023579,40.240788,-19.7458973,14.539829261280756,1,8965.0,Ei
J130620.97+531823.2,196.58738,53.30644399999999,0.023679,39.094529,-19.2371902,15.05788875898925,1,18184.0,Ei
J134632.13+642325.2,206.63388999999998,64.390328,0.024094,40.749889,-19.0778065,15.25567441474427,1,20896.0,Er
J115341.78+461242.3,178.42407,46.211737,0.024415,40.171594,-19.8754292,14.487312046753535,1,6671.0,SBb2m(r)
J140040.57-015518.3,210.16903,-1.921744,0.024997,41.032434,-19.123090700000002,15.29175074385411,1,25825.0,Er(o)
J092438.89+560747.0,141.16204,56.12971999999999,0.025041,40.04399,-20.2886467,14.130084998326645,1,3735.0,Sc2l
J164721.48+444209.8,251.83947999999998,44.702717,0.025651,39.15529100000001,-19.0393524,15.432631357270038,1,29661.0,Er
J112637.74+513423.0,171.65725,51.573064,0.026443,39.802217,-19.1506729,15.388625606821625,1,25640.0,SBb
J080020.99+263648.7,120.08743999999999,26.613535,0.026773,40.883203,-21.321479800000002,13.245284261556991,1,1012.0,SBb2m
J133248.70+415218.6,203.20292,41.871832,0.027065,39.752814,-21.1194687,13.471322613840165,1,1401.0,Sc+m
J114343.76+550019.3,175.93235,55.005366,0.027067,39.592879,-17.460149800000003,17.130805205552804,1,,
J004042.10-110957.6,10.175425,-11.166005,0.027287,38.970053,-17.7432766,16.86561244228514,1,,
J140718.29+125314.0,211.82619,12.887215,0.027368,39.52268,-20.056778,14.558678326068744,1,8771.0,Er
J161630.68+354228.9,244.12782,35.708015,0.027742000000000003,40.40471169601295,-21.0961266,13.549407607885039,0,1590.0,SBc?t(r)
J111857.69+580323.6,169.74036999999996,58.05655400000001,0.027872000000000004,40.348856,-19.599420499999997,15.056475528584722,1,18438.0,Er
J143450.63+033842.6,218.71095,3.6451629999999997,0.028165,39.588129179600614,-19.7670212,14.91205608096993,0,13439.0,Sb2t
J171518.57+573931.6,258.82738,57.65878299999999,0.028176999999999997,40.148506947369754,-19.907539399999997,14.772482236494394,0,11915.0,Ser
J162012.76+400906.2,245.05315,40.15172000000001,0.028475999999999998,40.03786699999999,-19.8903732,14.81305221062501,1,13306.0,Ei
J114107.56-024910.9,175.28149,-2.819687,0.028737000000000002,39.525961,-19.7947769,14.928881834127292,1,13043.0,Sc?t
J173809.30+584253.7,264.53876,58.714904000000004,0.028761000000000002,39.606701,-20.388776800000002,14.33673341891672,1,5130.0,SBb(r)
J111349.74+093510.7,168.45725,9.586292,0.028968999999999998,40.683095,-21.3726501,13.368843193726908,1,1337.0,SBb(d)
J142704.55+355409.6,216.76896000000002,35.902656,0.029031,39.874992000000006,-19.7793655,14.966870228828055,1,15486.0,SBb
J111254.48+093050.4,168.22701,9.513991,0.029075,38.926335723861754,-19.398622500000002,15.350972811542325,0,27719.0,Ei
J173159.22+595818.0,262.99672999999996,59.971676,0.029195999999999996,39.720020389480545,-19.554315600000002,15.204492943455467,0,22046.0,Er
J130615.17+585733.2,196.5632,58.959224,0.029207999999999998,39.77038500000001,-18.358739899999996,16.400980312575914,1,120641.0,Ec
J112408.65-010927.9,171.03603,-1.1577620000000002,0.029287999999999998,40.872813,-20.405408899999998,14.360379745596036,1,6564.0,Sb2t(r)
J131305.81+012755.9,198.2742,1.465541,0.029361,39.935022,-19.6678009,15.103511038211265,1,19586.0,Sb(r)
J024912.87-081525.7,42.303616999999996,-8.257135,0.029439,39.73737697367071,-18.9376984,15.839500292447395,0,,
J083803.67+540642.2,129.51531,54.111729000000004,0.029462000000000002,38.96807,-17.6596298,17.119301813636678,1,,
J231815.67+001540.2,349.56529,0.261179,0.029773,40.017391,-20.6928482,14.109386310496228,1,3805.0,Sb2l
J144331.27+492335.2,220.88029,49.393125,0.030161,39.368887,-20.5921707,14.23880427382225,1,5336.0,Ser
J153552.40+575409.5,233.96835,57.902639,0.030319,41.493527,-20.1214142,14.721160769828836,1,,
J123651.18+453904.2,189.21325,45.651162,0.030418999999999998,40.586452,-20.6821289,14.1677572970159,1,4335.0,SBb4t
J121607.09+504930.1,184.02955,50.825021,0.030808,41.25773930512772,-20.3186016,14.559503247039387,0,8726.0,SBb
J030834.31+003303.3,47.142961,0.550924,0.030824,39.58820056864153,-19.966274300000002,14.912983730663528,0,14637.0,Er
J155909.63+350147.5,239.79012000000003,35.029857,0.031002999999999996,40.563345,-21.0772667,13.814852784247213,1,3024.0,SBb2m
J074507.25+460420.7,116.28022,46.07242,0.031301,39.751846,-21.0928268,13.820544162863815,1,2807.0,Sb(r)
J232124.79-005908.4,350.3533,-0.9856540000000001,0.031427,39.125415965521995,-20.2385082,14.683788802704251,0,9027.0,Sb
J110016.03+461615.2,165.0668,46.270893,0.031777,40.475261,-18.7352695,16.211639579738296,1,76373.0,Sc2t
J230920.26+004523.5,347.33443,0.7565149999999999,0.032279,40.189198,-21.1443768,13.837374073435907,1,2713.0,SBb3m
